id,enabled,installdat,type,elevation,watertype,jointtype,material,diameter1,diameter2,rotation,modelid,comment,status,mfg,megalugmfg,megalugmdl,fitangle,surveyelev,globalid,creator,creationda,editdate,editor,newt,northing,easting,icon_url
"2105",Yes,,Bend,0,Potable,Gasket,AC,"10","10","0",FIT1816,,Active,,,,"45",,aa5a0c51-5083-4cf0-9554-16fe27e58bd2,lkoons,2019/02/13,2019/02/13,lkoons,,1456067.74105747,3220618.35142431,./0.png
"2106",Yes,,Bend,0,Potable,Gasket,AC,"10","10","0",FIT1817,,Active,,,,"45",,56138d57-400b-4c68-9bdf-6e5d4c14a768,lkoons,2019/02/13,2019/02/13,lkoons,,1456073.18067914,3220623.39800213,./0.png
"2107",Yes,,Tee,0,Potable,Gasket,AC,"10","4","45",FIT1818,,Active,,,,,,d3d2e186-f2d2-4762-8824-744170d88dd1,lkoons,2019/02/13,2019/02/13,lkoons,,1455883.17548172,3223172.34697247,./0.png
"2108",Yes,,Tee,0,Potable,Gasket,AC,"10","3","45",FIT1819,,Active,,,,,,48097337-48cb-4204-922d-ae771e3649a9,lkoons,2019/02/13,2019/02/13,lkoons,,1455891.4654914,3223165.17867972,./0.png
"2109",Yes,,Bend,0,Potable,Gasket,AC,"10","10","0",FIT1820,,Active,,,,"45",,965b5856-6bdf-4778-8ee9-90c9e0ddf09b,lkoons,2019/02/13,2019/02/13,lkoons,,1455872.84544989,3223182.21801572,./0.png
"2110",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"4","4","0",FIT1821,,Active,,,,"45",,077b04a5-189a-4fe9-b6cb-c63f4b93453a,lkoons,2019/02/13,2019/02/13,lkoons,,1455888.45106173,3223177.34400973,./0.png
"2111",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"4","4","0",FIT1822,,Active,,,,"90",,bb04d8f4-71f7-447a-bdc6-d014947f7954,lkoons,2019/02/13,2019/02/13,lkoons,,1455888.80309515,3223227.39705922,./0.png
"2112",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"4","4","0",FIT1823,,Active,,,,"45",,c9e44331-6fe5-4a7e-aadf-d7169f068f4c,lkoons,2019/02/13,2019/02/13,lkoons,,1455900.7883074,3223227.38885714,./0.png
"2113",Yes,,Bend,0,Potable,Gasket,AC,"10","10","0",FIT1824,,Active,,,,"45",,28e048e5-e037-4417-b426-29297d078d91,lkoons,2019/02/13,2019/02/13,lkoons,,1455953.58577397,3223110.1121888,./0.png
"2114",Yes,,Tee,0,Potable,Gasket,AC,"10","3","45",FIT1825,,Active,,,,,,638eb751-be65-4cb9-9084-ff5e319a40df,lkoons,2019/02/13,2019/02/13,lkoons,,1455906.29321764,3223151.62129214,./0.png
"2115",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1826,,Active,,,,"45",,93d5364f-289f-497e-95cc-535de5faa149,lkoons,2019/02/13,2019/02/13,lkoons,,1455910.97890382,3223156.83125547,./0.png
"2116",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1827,,Active,,,,"45",,80662fdb-da9f-412b-829c-080c48b63cb0,lkoons,2019/02/13,2019/02/13,lkoons,,1456020.90748973,3223158.06812964,./0.png
"2117",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1828,,Active,,,,"45",,15f1fd84-0aa7-4642-bb02-15d0a02830ed,lkoons,2019/02/13,2019/02/13,lkoons,,1456041.87923256,3223183.72555864,./0.png
"2118",Yes,,Tee,0,Potable,Gasket,AC,"10","2","180",FIT1829,,Active,,,,,,f90ca32c-85dd-4cc7-b14c-78949870db1d,lkoons,2019/02/13,2019/02/13,lkoons,,1455980.86491889,3222100.33369656,./0.png
"2119",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1830,,Active,,,,"90",,13f1c897-964b-480d-b75d-62c9d0e7b271,lkoons,2019/02/13,2019/02/13,lkoons,,1403032.47114398,3270956.4712203,./0.png
"2120",Yes,,Tee,0,Potable,Glue,PVC,"2","2","270",FIT1831,,Active,,,,,,9e913e59-3a8f-43e9-8bc3-75bad4e5ead1,lkoons,2019/02/13,2019/02/13,lkoons,,1403029.72705498,3270956.33998697,./0.png
"2121",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1832,,Active,,,,"45",,29de753a-68fe-441b-8676-2fb5848e7dc6,lkoons,2019/02/13,2019/02/13,lkoons,,1403048.31461623,3270912.70129472,./0.png
"2122",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1833,,Active,,,,"45",,f5bc5686-6bbe-44dd-afbc-b8c441e0bcce,lkoons,2019/02/13,2019/02/13,lkoons,,1403028.74378923,3270924.84989247,./0.png
"2123",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1834,,Active,,,,"90",,4a475e07-a932-4222-9b73-935db6b8c402,lkoons,2019/02/13,2019/02/13,lkoons,,1403015.48102048,3270956.30750673,./0.png
"2124",Yes,,Tee,0,Potable,Glue,PVC,"3","3","180",FIT1835,,Active,,,,,,9e49fb31-cae9-4911-970f-b55cb91cb6e6,lkoons,2019/02/13,2019/02/13,lkoons,,1403014.26055048,3270915.96998897,./0.png
"2125",Yes,,Bend,0,Potable,Glue,PVC,"2.5","2.5","0",FIT1836,,Active,,,,"90",,df86e5af-7dba-44ca-927a-0dae83b7e213,lkoons,2019/02/13,2019/02/13,lkoons,,1406970.4885304,3270856.51243073,./0.png
"2126",Yes,,Tee,0,Potable,Glue,PVC,"2.5","3","90",FIT1837,,Active,,,,,,70e2db03-3b70-4f8c-bca0-103386be991c,lkoons,2019/02/13,2019/02/13,lkoons,,1406981.67059465,3270856.56164323,./0.png
"2127",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1838,,Active,,,,"90",,43161514-3fbb-4ec8-a5cb-32b1f3e8085c,lkoons,2019/02/13,2019/02/13,lkoons,,1406982.43240415,3270876.64821722,./0.png
"2128",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1839,,Retired,,,,"90",,6a259f26-33c3-45c5-8a49-9bc751911b05,lkoons,2019/02/13,2019/02/13,lkoons,,1408402.29570614,3278934.84601155,./0.png
"2129",Yes,,Tee,0,Potable,Glue,PVC,"2.5","2.5","270",FIT1840,,Active,,,,,,d174b053-5fd0-45b2-be42-d56196564686,lkoons,2019/02/13,2019/02/13,lkoons,,1389835.82266857,3278924.43658355,./0.png
"2130",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1841,,Active,,,,"90",,fc3bfaf7-2eb2-4c17-8c34-47b1a3b3f080,lkoons,2019/02/13,2019/02/13,lkoons,,1387248.11754215,3278940.02579123,./0.png
"2131",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1842,,Active,,,,"45",,8d1eda02-bfd4-4832-81a5-b78c5e832307,lkoons,2019/02/13,2019/02/13,lkoons,,1387248.90395789,3280956.35541996,./0.png
"2132",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1843,,Active,,,,"45",,8e95e0a9-7144-4e54-bd65-1d81152cd564,lkoons,2019/02/13,2019/02/13,lkoons,,1387270.21953206,3280972.97710589,./0.png
"2133",Yes,,Tee,0,Potable,Glue,PVC,"2","2","0",FIT1844,,Active,,,,,,a229d86e-d047-4610-880b-a6e62b4cfb65,lkoons,2019/02/13,2019/02/13,lkoons,,1387256.69429664,3281230.68098681,./0.png
"2134",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1845,,Active,,,,"90",,8f2132fc-1a9c-4811-804b-e1e7066c0da7,lkoons,2019/02/13,2019/02/13,lkoons,,1387255.75236939,3281623.15986064,./0.png
"2135",Yes,,Tee,4605.17,Potable,Mechanical,DuctileIron,"6","6","270",FIT1846,,Active,,,,,,151bec5f-9939-42c8-93e0-7b2003acd13e,lkoons,2019/02/13,2019/02/13,lkoons,,1400463.78763306,3276160.97984014,./0.png
"2136",Yes,,Tee,4605.56,Potable,Mechanical,DuctileIron,"6","4","90",FIT1847,,Active,,,,,,cfffce89-49c3-41b2-9611-91d68b6f1fb8,lkoons,2019/02/13,2019/02/13,lkoons,,1400421.45963372,3276183.90925622,./0.png
"2137",Yes,,Reducer,4608.65,Potable,Mechanical,DuctileIron,"6","4","0",FIT1848,,Active,,,,,,188b6086-eb94-4c78-8096-ae11b0022fc6,lkoons,2019/02/13,2019/02/13,lkoons,,1400466.29451782,3275697.0503218,./0.png
"2138",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"6","6","0",FIT1849,,Active,,,,"45",,f0d94e46-7d03-43ab-8c4c-09873802ba7b,lkoons,2019/02/13,2019/02/13,lkoons,,1400447.37099923,3276161.43850064,./0.png
"2139",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"6","6","0",FIT1850,,Active,,,,"45",,fdd9701c-8420-4e0f-9cd4-d334c5b1d270,lkoons,2019/02/13,2019/02/13,lkoons,,1400424.43338107,3276183.89285205,./0.png
"2140",Yes,,Reducer,4688.24,Potable,Mechanical,DuctileIron,"6","3","0",FIT1851,,Active,,,,,,fe6a1b69-cb97-47fc-9865-cc9a398c1021,lkoons,2019/02/13,2019/02/13,lkoons,,1414633.43285014,3270756.11925881,./0.png
"2141",Yes,,Tee,4688.19,Potable,Mechanical,DuctileIron,"6","4","180",FIT1852,,Active,,,,,,631168d4-721d-446d-a6d1-61772b21f59f,lkoons,2019/02/13,2019/02/13,lkoons,,1414633.3016168,3270759.80593123,./0.png
"2142",Yes,,Tee,4690.01,Potable,Mechanical,DuctileIron,"6","6","270",FIT1853,,Active,,,,,,808b8715-540a-4875-b2ac-9e9cf5e2c427,lkoons,2019/02/13,2019/02/13,lkoons,,1414633.0476803,3270794.87574297,./0.png
"2143",Yes,,Tee,0,Potable,Glue,PVC,"2","2","180",FIT1854,,Active,,,,,,d9046dd4-433c-43f2-b7a9-3806ebbd5107,lkoons,2019/02/13,2019/02/13,lkoons,,1433889.75260514,3158373.58582222,./0.png
"2144",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1855,,Active,,,,"45",,be9ae5e9-2eee-4cc6-a640-e8435f08054d,lkoons,2019/02/13,2019/02/13,lkoons,,1433934.75973298,3159215.65795697,./0.png
"2145",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1856,,Active,,,,"45",,f2901a94-28d1-4839-b1d1-320541fbc9a9,lkoons,2019/02/13,2019/02/13,lkoons,,1433973.9010589,3159256.5686363,./0.png
"2146",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1857,,Active,,,,"90",,142c618f-eb49-442d-aee3-047573807ddc,lkoons,2019/02/13,2019/02/13,lkoons,,1434210.76443031,3159253.01319721,./0.png
"2147",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1858,,Active,,,,"45",,229a7003-c4b9-4049-ae92-29e2fa2e67e8,lkoons,2019/02/13,2019/02/13,lkoons,,1434210.16666247,3159274.19786614,./0.png
"2148",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1859,,Active,,,,"45",,ba67e6ff-2406-4251-b8a9-9f034a690677,lkoons,2019/02/13,2019/02/13,lkoons,,1434233.98879331,3159293.55543897,./0.png
"2149",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1860,,Active,,,,"90",,219b498d-0a13-4e00-be0c-48cca603c4bf,lkoons,2019/02/13,2019/02/13,lkoons,,1433827.93612772,3158373.48739722,./0.png
"2150",Yes,,Tee,0,Potable,Glue,PVC,"2","2","270",FIT1861,,Active,,,,,,cf0cfbe4-186a-404a-a248-7e6368e5577d,lkoons,2019/02/13,2019/02/13,lkoons,,1437450.33997214,3159237.35017081,./0.png
"2151",Yes,,Tee,0,Potable,Gasket,AC,"4","2","90",FIT1862,,Active,,,,,,ba00db95-e50a-49e0-a468-708ed1a4670e,lkoons,2019/02/13,2019/02/13,lkoons,,1428581.42693573,3159454.64271522,./0.png
"2152",Yes,,Tee,0,Potable,Glue,PVC,"2.5","2","180",FIT1863,,Active,,,,,,18d0e002-b75b-41bb-a6d3-7e80be8ae2cf,lkoons,2019/02/13,2019/02/13,lkoons,,1428769.06468381,3163549.26674381,./0.png
"2153",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1864,,Active,,,,"90",,8079defd-8618-4ee9-8730-c3a99fe6da17,lkoons,2019/02/13,2019/02/13,lkoons,,1476872.85725556,3196505.21592364,./0.png
"2154",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"6","6","270",FIT1865,,Active,,,,,,d8828346-f30e-4cf3-bf94-441ae0ae46e1,lkoons,2019/02/13,2019/02/13,lkoons,,1476832.47905548,3196505.25660597,./0.png
"2155",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"10","10","90",FIT1868,,Active,,,,,,b1569e48-4444-4691-b9e4-ae21ca0272ab,lkoons,2019/02/13,2019/02/13,lkoons,,1476832.60996072,3196492.1004643,./0.png
"2156",Yes,,Tee,0,Potable,Unknown,Unknown,"6","6","270",FIT1869,,Active,,,,,,def12953-ea6c-43bd-a2d7-56804160c320,lkoons,2019/02/13,2019/02/13,lkoons,,1476447.12746398,3196501.77531372,./0.png
"2157",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1870,,Active,,,,"45",,d0fc7078-dae5-492f-b956-3a2eec8ca64b,lkoons,2019/02/13,2019/02/13,lkoons,,1476400.49829215,3196501.98003772,./0.png
"2158",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1871,,Active,,,,"45",,0d0ddb8a-a5cc-425f-a831-db64089464d3,lkoons,2019/02/13,2019/02/13,lkoons,,1476363.50328739,3196476.06867222,./0.png
"2159",Yes,,Bend,0,Potable,Unknown,Unknown,"10","10","0",FIT1872,,Active,,,,"45",,8654110b-77ad-49df-bd96-a6237437dc0b,lkoons,2019/02/13,2019/02/13,lkoons,,1476404.40609273,3196489.7166108,./0.png
"2160",Yes,,Bend,0,Potable,Unknown,Unknown,"10","10","0",FIT1873,,Active,,,,"45",,51bc57f5-f1b0-441a-93f9-9d52ea58aac7,lkoons,2019/02/13,2019/02/13,lkoons,,1476370.84349582,3196464.73929855,./0.png
"2161",Yes,,Bend,0,Potable,Unknown,Unknown,"10","10","0",FIT1874,,Active,,,,"45",,014f2024-1a69-4e72-a3f1-ebe1fac31f4c,lkoons,2019/02/13,2019/02/13,lkoons,,1476280.04348056,3196463.92007448,./0.png
"2162",Yes,,Bend,0,Potable,Unknown,Unknown,"10","10","0",FIT1875,,Active,,,,"45",,2e4b47ec-380f-4007-9c64-acaa7524a0e0,lkoons,2019/02/13,2019/02/13,lkoons,,1476244.55536257,3196492.80485922,./0.png
"2163",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1876,,Active,,,,"45",,ef8a451a-f029-49c2-bad5-6d8ef149b1fb,lkoons,2019/02/13,2019/02/13,lkoons,,1476283.41027173,3196475.53619297,./0.png
"2164",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1877,,Active,,,,"45",,e410be38-6fd4-4573-a96b-e46410823c08,lkoons,2019/02/13,2019/02/13,lkoons,,1476253.07503057,3196502.39768781,./0.png
"2165",Yes,,Tee,0,Potable,Unknown,Unknown,"6","6","270",FIT1878,,Active,,,,,,1acf1b54-7c6d-4899-94b1-414454bc4821,lkoons,2019/02/13,2019/02/13,lkoons,,1475308.55395372,3196499.66180089,./0.png
"2166",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1879,,Active,,,,"45",,3450da15-f977-4915-8f0f-821b71899917,lkoons,2019/02/13,2019/02/13,lkoons,,1472860.5142304,3196500.75136563,./0.png
"2167",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1880,,Active,,,,"45",,97368625-3caa-4605-9e41-f4ceeb477273,lkoons,2019/02/13,2019/02/13,lkoons,,1472848.65204939,3196486.62836239,./0.png
"2168",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"10","10","0",FIT1881,,Active,,,,"45",,7f20f852-c61a-4ecf-a0ce-75f363c3bc89,lkoons,2019/02/13,2019/02/13,lkoons,,1472867.02668457,3196492.80485922,./0.png
"2169",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"10","10","0",FIT1882,,Active,,,,"45",,b00c36c9-0d12-4dbe-a74c-f938363325f5,lkoons,2019/02/13,2019/02/13,lkoons,,1472852.99390423,3196477.12542863,./0.png
"2170",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"10","10","0",FIT1883,,Active,,,,"45",,f6d03f12-89cf-4333-8086-efe780394588,lkoons,2019/02/13,2019/02/13,lkoons,,1472788.61279939,3196473.82392606,./0.png
"2171",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"10","10","0",FIT1884,,Active,,,,"45",,ae48e6c1-c5d6-478d-abfd-1803fd8a9d07,lkoons,2019/02/13,2019/02/13,lkoons,,1472768.80444007,3196491.97743306,./0.png
"2172",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1885,,Active,,,,"45",,c206a4eb-bda8-425e-b44e-536ee78ef0b9,lkoons,2019/02/13,2019/02/13,lkoons,,1472792.67611147,3196484.67036106,./0.png
"2173",Yes,,Bend,0,Potable,Unknown,Unknown,"6","6","0",FIT1886,,Active,,,,"45",,e0f7eda3-178f-42e5-8eed-8689c0ec8881,lkoons,2019/02/13,2019/02/13,lkoons,,1472775.54688065,3196499.76809989,./0.png
"2174",Yes,,Cap,0,Potable,Glue,PVC,"2.5",Unknown,"0",FIT1887,,Active,,,,,,0cb9d249-caa5-4f3a-bc6f-d028fb23cd77,lkoons,2019/02/13,2019/02/13,lkoons,,1471600.63354807,3198849.04522547,./0.png
"2175",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"10","10","270",FIT1890,,Active,,,,,,c4daa413-f81d-48dc-a7b4-4d74341c8757,lkoons,2019/02/13,2019/02/13,lkoons,,1482162.92344706,3196446.47916447,./0.png
"2176",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1891,,Active,,,,"45",,de0b0f05-78b7-469a-8fdf-bc024b9476cd,lkoons,2019/02/13,2019/02/13,lkoons,,1466404.77582955,3204084.06100214,./0.png
"2177",Yes,,Bend,0,Potable,Glue,PVC,"2",Unknown,"0",FIT1892,,Active,,,,"45",,2d8041f9-b5f0-4f02-b28d-a1dcd3cf72f6,lkoons,2019/02/13,2019/02/13,lkoons,,1466391.3244129,3204094.88250281,./0.png
"2178",Yes,,Cap,0,Potable,Glue,PVC,"2",Unknown,"270",FIT1893,,Active,,,,,,ddc4d31a-da63-4ff1-b8f1-4a4883f4c09f,lkoons,2019/02/13,2019/02/13,lkoons,,1445723.09672056,3191121.51540497,./0.png
"2179",Yes,,Cap,0,Potable,Glue,PVC,"2",Unknown,"90",FIT1894,,Active,,,,,,816d79ac-2610-45df-b49e-ac3a1630c826,lkoons,2019/02/13,2019/02/13,lkoons,,1471298.10298514,3223125.89791839,./0.png
"2180",Yes,,Tee,0,Potable,Gasket,AC,"4","4","180",FIT1895,,Active,,,,,,416595df-dcbe-4c9d-8ce0-8050b7ea3af7,lkoons,2019/02/13,2019/02/13,lkoons,,1471777.38417882,3223121.49077497,./0.png
"2181",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1896,,Active,,,,"90",,fc95808e-3eb0-431c-9187-252a029652a8,lkoons,2019/02/13,2019/02/13,lkoons,,1476908.74661948,3228495.94262446,./0.png
"2182",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1897,,Active,,,,"90",,eab24bed-eac6-42cf-90fc-dc1b6616e30a,lkoons,2019/02/13,2019/02/13,lkoons,,1476937.97556365,3228496.11454014,./0.png
"2183",Yes,,Tee,0,Potable,Glue,PVC,"2","2","0",FIT1898,,Active,,,,,,7cc4b796-8c08-480b-9913-7587c551b57b,lkoons,2019/02/13,2019/02/13,lkoons,,1476945.82331698,3228423.91849031,./0.png
"2184",Yes,,Cap,0,Potable,Glue,PVC,"2",Unknown,"90",FIT1899,,Active,,,,,,2909a6e8-1c93-4ea2-af9e-481c2cc42551,lkoons,2019/02/13,2019/02/13,lkoons,,1476758.72625023,3228370.58854447,./0.png
"2185",Yes,,Tee,0,Potable,Gasket,AC,"4","2","0",FIT1900,,Active,,,,,,ebc51100-ea0a-4dfc-84b2-a6c848be6385,lkoons,2019/02/13,2019/02/13,lkoons,,1477444.19207089,3217592.74264614,./0.png
"2186",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1901,,Active,,,,"90",,45a750d0-90a6-437b-a58e-df315a687e73,lkoons,2019/02/13,2019/02/13,lkoons,,1477451.87611064,3217592.87387948,./0.png
"2187",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1902,,Retired,,,,"90",,eb843ee3-d1fa-40c7-8014-2894807748a8,lkoons,2019/02/13,2019/02/13,lkoons,,1474447.47627956,3228385.03930297,./0.png
"2188",Yes,,Tee,0,Potable,Glue,PVC,"2","2","180",FIT1903,,Active,,,,,,0ba1a469-a9b1-408b-a27b-487361fa50d4,lkoons,2019/02/13,2019/02/13,lkoons,,1482069.58373873,3229099.34069589,./0.png
"2189",Yes,,Tee,0,Potable,Glue,PVC,"2","2","90",FIT1904,,Active,,,,,,60f0ac44-0f96-4d9c-92da-834f9ba19b9e,lkoons,2019/02/13,2019/02/13,lkoons,,1481592.85011214,3228331.10305914,./0.png
"2190",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1905,,Active,,,,"90",,ff9bcdfc-4fd0-48d2-8e2c-88eb2d48c10b,lkoons,2019/02/13,2019/02/13,lkoons,,1477451.83510023,3217626.73962539,./0.png
"2191",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1906,,Active,,,,"90",,7be450dd-096e-4db6-8189-cc0cc74574fb,lkoons,2019/02/13,2019/02/13,lkoons,,1476946.80658273,3233663.95591047,./0.png
"2192",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1907,,Active,,,,"90",,d0a71568-648c-406d-959c-4fce47e3bba8,lkoons,2019/02/13,2019/02/13,lkoons,,1476864.54263964,3233661.36733297,./0.png
"2193",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1908,,Active,,,,"90",,3213d0cd-33e1-43c1-bb3a-5824e44393dd,lkoons,2019/02/13,2019/02/13,lkoons,,1476864.42781048,3233548.53881846,./0.png
"2194",Yes,,Bend,0,Potable,Glue,PVC,"3","3","0",FIT1909,,Active,,,,"90",,533f6b2e-9b9c-4827-b916-4fb0bf366004,lkoons,2019/02/13,2019/02/13,lkoons,,1476840.43343589,3233548.49780805,./0.png
"2195",Yes,,Bend,4936.463,Potable,Flange,DuctileIron,"24","24","0",FIT1910,,Active,,,,"45",,db4390a4-1aa6-4696-9ff9-816047755c9f,lkoons,2019/02/13,2019/02/13,lkoons,,1457723.67869048,3123112.6881683,./0.png
"2196",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"12","6","270",FIT1911,,Retired,,,,,,d0c89a3f-ddb2-4d50-ac20-284083c4ea69,lkoons,2019/02/13,2019/02/13,lkoons,,1434021.80778722,3164536.41076688,./0.png
"2197",Yes,,Reducer,0,Potable,Other,AC,"6","2","180",FIT1912,,Active,,,,,,2b54dc74-c4e3-4c32-8806-698eb8eae255,lkoons,2019/02/13,2019/02/13,lkoons,,1445493.73727114,3212516.8321943,./0.png
"2198",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1913,,Active,,,,"90",,bb01363a-f7d7-4e3c-92f4-c068a903b9f4,lkoons,2019/02/13,2019/02/13,lkoons,,1445494.96233431,3212551.28488131,./0.png
"2199",Yes,,Bend,0,Potable,Glue,PVC,"2","2","0",FIT1914,,Active,,,,"90",,3c4e271e-91f6-4675-8ec9-d5c2e8fbf008,lkoons,2019/02/13,2019/02/13,lkoons,,1445493.9528219,3212551.33868697,./0.png
"2200",Yes,,Tee,0,Potable,Glue,PVC,"2","2","90",FIT1915,,Active,,,,,,1c4847a9-c83d-43be-898c-c48406a4cad8,lkoons,2019/02/13,2019/02/13,lkoons,,1445431.91456014,3212552.25600797,./0.png
"2201",Yes,,SolidSleeve,4860.59,Potable,Mechanical,DuctileIron,"8","8","0",FIT1916,,Active,,,,,,8b8ddacf-a0ec-4ae2-8b35-b7aa49f47409,lkoons,2019/02/13,2019/02/13,lkoons,,1440055.23535289,3212607.30182964,./0.png
"2202",Yes,,Reducer,4860.7,Potable,Mechanical,DuctileIron,"12","8","90",FIT1917,,Active,,,,,,23851903-8593-4bd8-900e-2e40294052cf,lkoons,2019/02/13,2019/02/13,lkoons,,1440053.70254757,3212607.35891613,./0.png
"2203",Yes,,Reducer,4860.83,Potable,Mechanical,DuctileIron,"12","8","270",FIT1918,,Active,,,,,,46293b20-7641-499e-a7fa-3cffab52103d,lkoons,2019/02/13,2019/02/13,lkoons,,1440051.32689615,3212607.15976955,./0.png
"2204",Yes,,Tee,4860.81,Potable,Mechanical,DuctileIron,"8","4","90",FIT1919,,Active,,,,,,b35435a9-5df6-492b-b284-f666559e1079,lkoons,2019/02/13,2019/02/13,lkoons,,1440049.40760864,3212607.29625222,./0.png
"2205",Yes,,Bend,0,Potable,Weld,DuctileIron,"8","8","0",FIT1920,,Active,,,,"90",,965120ca-b5f8-4983-9137-b715f2fc2ae8,lkoons,2019/02/13,2019/02/13,lkoons,,1440064.36853673,3212607.33004481,./0.png
"2206",Yes,,Bend,4860.09,Potable,Mechanical,DuctileIron,"8","8","0",FIT1921,,Active,,,,"90",,dfee7ecf-4daf-4728-ab6c-34d895f3fb4b,lkoons,2019/02/13,2019/02/13,lkoons,,1440064.40068889,3212616.27490881,./0.png
"2207",Yes,,Bend,4858.999,Potable,Mechanical,DuctileIron,"8","8","0",FIT1922,,Active,,,,11 1/4,,0d75f7cd-43ee-4c23-be83-ea48dc8a3753,lkoons,2019/02/13,2019/02/13,lkoons,,1440068.60442065,3212616.95076047,./0.png
"2208",Yes,,SolidSleeve,4859.48,Potable,Mechanical,DuctileIron,"8","8","0",FIT1923,,Active,,,,,,3f68cc3b-b7ee-4606-9309-2c098b806aee,lkoons,2019/02/13,2019/02/13,lkoons,,1440066.47909681,3212616.74570839,./0.png
"2209",Yes,,Tee,0,Potable,Glue,PVC,"2","2","0",FIT1924,,Active,,,,,,57a08ec1-f82b-4ef0-a84d-75f9fc4bff94,lkoons,2019/02/13,2019/02/13,lkoons,,1440090.64702748,3212617.47536573,./0.png
"2210",Yes,,Bend,0,Potable,Mechanical,DuctileIron,"4","4","0",FIT1925,,Active,,,,"90",,53412ea6-1541-4e21-82be-ade6fa8665ba,lkoons,2019/02/13,2019/02/13,lkoons,,1440049.32591589,3212610.18830681,./0.png
"2211",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"6","6","270",FIT1926,,Active,,,,,,710fb7b3-7f85-4684-9a9b-c4b421d795b5,lkoons,2019/02/13,2019/02/13,lkoons,,1477513.35203756,3208153.06467514,./0.png
"2212",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"6","6","90",FIT1927,,Active,,,,,,8e71777f-0c0c-44dd-ae4c-15fa11725c1e,lkoons,2019/02/13,2019/02/13,lkoons,,1477470.66970822,3208154.55056456,./0.png
"2213",Yes,,Tee,0,Potable,Mechanical,DuctileIron,"6","6","0",FIT1928,,Active,,,,,,ed70bb91-a0a2-47d5-bb41-5c87e1495bf5,lkoons,2019/02/13,2019/02/13,lkoons,,1476978.83407773,3208162.78217539,./0.png
"2214",Yes,,SolidSleeve,0,Potable,Mechanical,DuctileIron,"6","6","0",FIT1929,,Active,,,,,,be37e995-8996-42b4-a94d-3b8c76bf5b8d,lkoons,2019/02/13,2019/02/13,lkoons,,1478993.16600706,3207033.84250414,./0.png
