id,enabled,installdat,type,elevation,watertype,jointtype,material,diameter1,diameter2,rotation,modelid,comment,status,mfg,megalugmfg,megalugmdl,fitangle,surveyelev,globalid,creator,creationda,editdate,editor,newt,northing,easting,icon_url
"1",TRUE,2018/08/21,Bend,4828.021,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426336.24,3176435.284,./0.png
"2",TRUE,2018/08/21,Bend,4826.166,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426338.614,3176434.382,./0.png
"3",TRUE,2018/08/21,Bend,4825.63,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426356.991,3176428.405,./0.png
"4",TRUE,2018/08/21,Bend,4827.773,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426360.15,3176427.715,./0.png
"5",TRUE,2018/08/21,Cross,4833.035,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426504.974,3176389.883,./0.png
"6",TRUE,2018/08/21,Tap,4838.257,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426548.125,3176564.951,./0.png
"7",TRUE,2018/08/21,Tee,4846.616,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426798.62,3176303.708,./0.png
"8",TRUE,2018/08/22,Cross,4853.194,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426974.708,3176210.813,./0.png
"9",TRUE,2018/08/22,Tee,4858.948,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427245.766,3176057.814,./0.png
"10",TRUE,2018/08/22,SolidSleeve,4862.662,Potable,Mechanical,DuctileIron,"6","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427380.515,3175162.831,./0.png
"11",TRUE,2018/08/22,SolidSleeve,4862.767,Potable,Mechanical,DuctileIron,"6","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427385.708,3175163.073,./0.png
"12",TRUE,2018/08/22,Tee,4862.802,Potable,Mechanical,DuctileIron,"6","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427383.059,3175163.048,./0.png
"13",TRUE,2018/08/22,Reducer,4862.649,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427383.169,3175163.832,./0.png
"14",TRUE,2018/08/22,Tee,4833.626,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426457.867,3176063.288,./0.png
"15",TRUE,2018/08/22,Tee,4833.951,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426514.004,3176058.489,./0.png
"16",TRUE,2018/08/22,Bend,4838.067,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426635.253,3176047.87,./0.png
"17",TRUE,2018/08/22,Cross,4846.759,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426824.77,3175942.686,./0.png
"18",TRUE,2018/08/23,Tee,4848.992,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426961.937,3175865.993,./0.png
"19",TRUE,2018/08/23,Tee,4851.961,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427085.347,3175796.782,./0.png
"20",TRUE,2018/08/23,Tee,4838.226,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426450.016,3175656.098,./0.png
"21",TRUE,2018/08/23,Bend,4839.226,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426448.183,3175403.803,./0.png
"22",TRUE,2018/08/23,Bend,4839.499,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426488.676,3175362.065,./0.png
"23",TRUE,2018/08/23,Tee,4841.843,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426584.261,3175361.523,./0.png
"24",TRUE,2018/08/23,Bend,4843.439,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426729.929,3175756.693,./0.png
"25",TRUE,2018/08/23,Tee,4842.955,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426729.756,3175666.319,./0.png
"26",TRUE,2018/08/23,Tee,4844.859,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426727.716,3175360.372,./0.png
"27",TRUE,2018/08/24,Tee,4849.726,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426997.554,3175379.834,./0.png
"28",TRUE,2018/08/24,Tee,4851.628,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427089.454,3175382.452,./0.png
"29",TRUE,2018/08/24,Cross,4858.249,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427383.362,3175379.186,./0.png
"30",TRUE,2018/08/24,Tee,4857.12,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427396.873,3175630.1,./0.png
"31",TRUE,2018/08/24,Tee,4857.742,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427402.871,3175656.562,./0.png
"32",TRUE,2018/08/24,Tee,4857.655,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427402.823,3175656.789,./0.png
"33",TRUE,2018/08/27,Cross,4861.726,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427520.1,3175904.491,./0.png
"34",TRUE,2019/08/20,SolidSleeve,4859.362,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427442.658,3175377.714,./0.png
"35",TRUE,2019/08/20,Bend,4861.714,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427680.874,3175373.483,./0.png
"36",TRUE,2019/08/20,Bend,4860.832,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427719.441,3175410.39,./0.png
"37",TRUE,2019/08/20,Tee,4860.414,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427719.932,3175472.565,./0.png
"38",TRUE,2019/08/20,Bend,4860.017,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427720.488,3175576.321,./0.png
"39",TRUE,2019/08/20,Bend,4858.646,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427720.516,3175578.003,./0.png
"40",TRUE,2019/08/20,Bend,4858.678,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427721.036,3175591.78,./0.png
"41",TRUE,2019/08/20,Bend,4860.005,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400","45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427721.045,3175593.636,./0.png
"42",TRUE,2019/08/20,Bend,4860.212,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400",22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427721.121,3175605.468,./0.png
"43",TRUE,2019/08/20,SolidSleeve,4862.068,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427572.031,3175875.653,./0.png
"44",TRUE,2019/08/20,Tee,4860.893,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427708.214,3175799.65,./0.png
"45",TRUE,2019/08/20,Tee,4861.398,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427796.017,3175750.294,./0.png
"46",TRUE,2019/08/20,Reducer,4862.569,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Star,Tyler,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427862.937,3175869.833,./0.png
"47",TRUE,2019/09/10,Tee,4823.033,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426573.282,3177608.167,./0.png
"48",TRUE,2019/09/10,Bend,4826.193,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426630.569,3177397.401,./0.png
"49",TRUE,2019/09/11,Bend,4831.578,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426723.84,3177278.29,./0.png
"50",TRUE,2019/09/11,Cross,4834.499,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426836.576,3177215.044,./0.png
"51",TRUE,2019/09/11,Tee,4845.869,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427124.894,3177053.771,./0.png
"52",TRUE,2019/09/11,Tee,4850.151,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427341.59,3176932.306,./0.png
"53",TRUE,2019/09/11,Cross,4851.447,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427369.254,3176916.744,./0.png
"54",TRUE,2019/09/12,Tee,4833.698,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426864.05,3177264.347,./0.png
"55",TRUE,2019/09/12,Tee,4839.082,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426714.369,3176991.577,./0.png
"56",TRUE,2019/09/12,Tee,4849.213,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426994.274,3176838.963,./0.png
"57",TRUE,2019/09/12,Cross,4859.763,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427247.919,3176695.843,./0.png
"58",TRUE,2019/09/13,Tee,4841.178,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426646.827,3176842.772,./0.png
"59",TRUE,2019/09/13,Tee,4841.268,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426598.584,3176720.724,./0.png
"60",TRUE,2019/09/13,Tee,4858.14,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427036.67,3176488.592,./0.png
"61",TRUE,2019/09/13,Cross,4860.555,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427108.18,3176448.775,./0.png
"62",TRUE,2019/09/14,Tee,4864.913,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427518.831,3176217.98,./0.png
"63",TRUE,2019/09/14,SolidSleeve,4863.465,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427586.405,3176021.82,./0.png
"64",TRUE,2019/09/14,Cross,4864.162,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427653.591,3176142.299,./0.png
"65",TRUE,2019/09/25,SolidSleeve,4819.895,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426195.775,3177510.037,./0.png
"66",TRUE,2019/09/25,SolidSleeve,4819.705,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426191.792,3177508.259,./0.png
"67",TRUE,2019/09/25,Bend,4823.838,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426371.758,3177586.591,./0.png
"68",TRUE,2019/09/25,Bend,4821.504,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426374.251,3177588.066,./0.png
"69",TRUE,2019/09/25,Bend,4821.515,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426382.652,3177591.695,./0.png
"70",TRUE,2019/09/25,Bend,4823.973,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426385.07,3177592.593,./0.png
"71",TRUE,2019/10/03,Tee,4825.141,Potable,Mechanical,DuctileIron,"12","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426553.832,3177664.724,./0.png
"72",TRUE,2019/10/04,Tee,4826.29,Potable,Mechanical,DuctileIron,"12","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426872.375,3177777.659,./0.png
"73",TRUE,2019/10/04,Tee,4827.219,Potable,Mechanical,DuctileIron,"12","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427139.744,3177900.467,./0.png
"74",TRUE,2019/10/04,Tee,4830.435,Potable,Mechanical,DuctileIron,"12","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427415.854,3178025.221,./0.png
"75",TRUE,2019/10/07,Reducer,4835.09,Potable,Mechanical,DuctileIron,"12","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428478.564,3178356.478,./0.png
"76",TRUE,2019/10/07,Tee,4835.241,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428477.073,3178356.573,./0.png
"77",TRUE,2019/10/07,Bend,4834.892,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428477.173,3178373.637,./0.png
"78",TRUE,2019/10/07,Bend,4832.298,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428477.047,3178376.988,./0.png
"79",TRUE,2019/10/07,Tee,4830.157,Potable,Mechanical,DuctileIron,"12","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428478.131,3178508.895,./0.png
"80",TRUE,2019/10/08,Bend,4834.188,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428483.76,3178599.136,./0.png
"81",TRUE,2019/10/08,Bend,4835.12,Potable,Mechanical,DuctileIron,"12","12",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428501.494,3178636.991,./0.png
"82",TRUE,2019/10/08,Bend,4828.773,Potable,Mechanical,DuctileIron,"6","6",,,,Active,Ford,Star,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1428476.618,3178509.085,./0.png
"83",TRUE,2019/10/25,Tee,4826.087,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426892.72,3177719.467,./0.png
"84",TRUE,2019/10/25,Bend,4831.203,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426922.321,3177369.82,./0.png
"85",TRUE,2019/10/31,Tee,4829.374,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427187.786,3177787.206,./0.png
"86",TRUE,2019/10/31,Bend,4829.089,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427202.842,3177749.979,./0.png
"87",TRUE,2019/11/01,Tee,4841.316,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427198.635,3177241.83,./0.png
"88",TRUE,2019/11/01,Bend,4841.676,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427197.049,3177216.8,./0.png
"89",TRUE,2019/11/01,SolidSleeve,4845.306,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427151.056,3177106.833,./0.png
"90",TRUE,2019/11/04,Tee,4830.715,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427439.585,3177963.372,./0.png
"91",TRUE,2019/11/04,Tee,4834.804,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427472.874,3177589.59,./0.png
"92",TRUE,2019/11/04,Tee,4836.184,Potable,Mechanical,DuctileIron,"8","6",,,,Active,Ford,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427471.528,3177419.684,./0.png
"93",TRUE,2019/11/04,Bend,4842.699,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ebba,Star,"1400",22 1/2,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427469.902,3177110.627,./0.png
"94",TRUE,2019/11/04,SolidSleeve,4849.371,Potable,Mechanical,DuctileIron,"8","8",,,,Active,Ebba,Star,"1400",Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1427395.712,3176960.936,./0.png
"95",TRUE,2016/06/08,Cap,4814.374,Potable,Mechanical,CastIron,"6","6",,,,Active,Star,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1424795.391,3176666.137,./0.png
"96",TRUE,2016/06/08,SolidSleeve,4823.938,Potable,Mechanical,CastIron,"12","12",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425902.276,3177376.105,./0.png
"97",TRUE,2016/06/08,Tee,4816.101,Potable,Mechanical,CastIron,"8","12",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425106.459,3177019.735,./0.png
"98",TRUE,2016/06/08,SolidSleeve,4816.209,Potable,Mechanical,CastIron,"12","12",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425109.121,3177020.805,./0.png
"99",TRUE,2016/06/08,SolidSleeve,4822.259,Potable,Mechanical,CastIron,"12","12",,,,Active,Star,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425677.616,3177273.596,./0.png
"100",TRUE,2016/06/08,Tee,4822.191,Potable,Mechanical,CastIron,"8","12",,,,Active,Star,Star,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425674.7,3177272.453,./0.png
"101",TRUE,2016/06/08,Tee,4823.829,Potable,Mechanical,CastIron,"8","12",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425900.902,3177375.348,./0.png
"102",TRUE,2016/06/08,Reducer,4818.856,Potable,Mechanical,CastIron,"8","6",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425404.82,3177159.68,./0.png
"103",TRUE,2016/06/08,Plug,4821.608,Potable,Mechanical,CastIron,"6","6",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426088.718,3177461.883,./0.png
"104",TRUE,2016/06/09,Tee,4823.727,Potable,Mechanical,CastIron,"6","8",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425958.784,3177285.992,./0.png
"105",TRUE,2016/06/09,Bend,4823.822,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,11 1/4,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425969.67,3177269.785,./0.png
"106",TRUE,2016/06/09,Tee,4826.417,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,11 1/4,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426087.565,3176955.285,./0.png
"107",TRUE,2016/06/09,Tee,4827.015,Potable,Mechanical,CastIron,"6","8",,,,Active,Star,Tyler,1500C,11 1/4,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426112.76,3176888.928,./0.png
"108",TRUE,2016/06/09,Bend,4827.335,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,11 1/4,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426145.499,3176789.07,./0.png
"109",TRUE,2016/06/09,Reducer,4827.513,Potable,Mechanical,CastIron,"6","8",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1426135.177,3176690.33,./0.png
"110",TRUE,2016/06/10,Tee,4824.839,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425830.038,3176859.604,./0.png
"111",TRUE,2016/06/10,Bend,4820.626,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425710.896,3177179.365,./0.png
"112",TRUE,2016/06/10,Bend,4817.671,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425712.016,3177176.356,./0.png
"113",TRUE,2016/06/10,Bend,4817.169,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425720.313,3177153.753,./0.png
"114",TRUE,2016/06/10,Bend,4820.909,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425721.918,3177149.921,./0.png
"115",TRUE,2016/06/10,Tee,4821.67,Potable,Mechanical,CastIron,"8","6",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425734.949,3177114.372,./0.png
"116",TRUE,2016/06/13,Reducer,4818.804,Potable,Mechanical,CastIron,"8","6",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425404.889,3177159.618,./0.png
"117",TRUE,2016/06/13,Tee,4821.74,Potable,Mechanical,CastIron,"6","8",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425446.263,3177056.364,./0.png
"118",TRUE,2016/06/13,Bend,4817.046,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425117.446,3176987.081,./0.png
"119",TRUE,2016/06/13,Bend,4814.092,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425118.652,3176983.664,./0.png
"120",TRUE,2016/06/13,Bend,4813.851,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425127.343,3176956.823,./0.png
"121",TRUE,2016/06/13,Bend,4817.657,Potable,Mechanical,CastIron,"8","8",,,,Active,Star,Tyler,1500C,"45",Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425128.325,3176952.972,./0.png
"122",TRUE,2016/06/13,Tee,4817.87,Potable,Mechanical,CastIron,"6","8",,,,Active,Star,Tyler,1500C,Other,Feature,,rmaple,2021/10/24,2021/10/24,rmaple,,1425138.056,3176923.764,./0.png
