id,enabled,installdat,type,elevation,watertype,diameter,comment,status,mfg,saddlemfg,surveyelev,globalid,creationda,creator,editdate,editor,newt,northing,easting,icon_url
"6853",TRUE,2018/10/03,CurbStop,4923.904,NonPotable,"1","0",Active,"0","0",Feature,,2021/07/15,rmaple,2021/07/15,rmaple,,1444257.672,3154010.098,./1.png
"1",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,8e0f8ecc-beb0-4591-8fa4-24458776c041,2019/02/13,lkoons,2019/02/13,lkoons,,1453211.39342372,3184225.85301521,./0.png
"2",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,60166174-efcd-4fb4-b869-5087beb4cc81,2019/02/13,lkoons,2019/02/13,lkoons,,1453199.25532465,3184224.43044589,./0.png
"3",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,f45bfa7d-d00f-418e-acfe-07ec6eba76d1,2019/02/13,lkoons,2019/02/13,lkoons,,1454049.2920104,3183264.23157889,./0.png
"4",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,7879d083-1cd2-437a-a332-cc9df9cc1145,2019/02/13,lkoons,2019/02/13,lkoons,,1454009.47680131,3183265.07442497,./0.png
"5",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,6a68d3e2-1a5b-42c0-846f-35ab4ea74174,2019/02/13,lkoons,2019/02/13,lkoons,,1453668.99257414,3183313.31087706,./0.png
"6",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,e8865929-f8d6-4ad5-8741-68ad96196054,2019/02/13,lkoons,2019/02/13,lkoons,,1453634.44867998,3183320.18553522,./0.png
"7",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,f56df5eb-82fc-4399-b9e9-40ba43148500,2019/02/13,lkoons,2019/02/13,lkoons,,1453348.88953981,3183370.0223778,./0.png
"8",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,383c1884-5f65-4c63-8f90-2416de601a1d,2019/02/13,lkoons,2019/02/13,lkoons,,1453235.19258873,3183408.42387581,./0.png
"9",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,776676fa-807c-436b-afce-772594a4c464,2019/02/13,lkoons,2019/02/13,lkoons,,1453104.78733772,3183474.89552763,./0.png
"10",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,05507f8c-8a0d-4a6f-a7da-e0a590a8390a,2019/02/13,lkoons,2019/02/13,lkoons,,1452906.49016215,3183651.22358705,./0.png
"11",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,f46e5a7d-cbd7-494f-9902-fddf094f72c3,2019/02/13,lkoons,2019/02/13,lkoons,,1452821.8377724,3183773.51500914,./0.png
"12",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,c9499ef4-9d60-4f24-83fa-5912193b0f64,2019/02/13,lkoons,2019/02/13,lkoons,,1452722.98527981,3183917.77456313,./0.png
"13",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,a0384051-2f00-4cf0-a790-ea1528a880ad,2019/02/13,lkoons,2019/02/13,lkoons,,1452578.44783923,3184138.85778239,./0.png
"14",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,af07b0b0-e38e-49a8-8a1a-6cf3eee7c01f,2019/02/13,lkoons,2019/02/13,lkoons,,1452484.27217457,3184252.31720114,./0.png
"15",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,133296f4-b6db-4052-90fc-0588d0d86dbb,2019/02/13,lkoons,2019/02/13,lkoons,,1452183.55164739,3184485.97618264,./0.png
"16",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,1bf835ea-2423-46ec-82c2-6d6e155264d5,2019/02/13,lkoons,2019/02/13,lkoons,,1451959.26436631,3184643.76228438,./0.png
"17",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,57ef0f2a-87e1-4902-af77-3f804c07cfa4,2019/02/13,lkoons,2019/02/13,lkoons,,1452231.95509389,3184859.81631422,./0.png
"18",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,44ef6208-e257-4f00-8c6b-945b06c081d9,2019/02/13,lkoons,2019/02/13,lkoons,,1452213.77074707,3184850.66377348,./0.png
"19",Yes,2003/04/01,CorpStop,0,Potable,"1",,Active,,,,a074dc79-a0fe-4556-9f63-50ca4e9f0ff5,2019/02/13,lkoons,2019/02/13,lkoons,,1451850.39188065,3184369.16834539,./0.png
"20",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,9414a93e-91ce-4dca-af70-9f1992b2a486,2019/02/13,lkoons,2019/02/13,lkoons,,1460471.52818164,3217529.13384947,./0.png
"21",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,e21ce0ae-e98a-45e6-8c64-84845f94362a,2019/02/13,lkoons,2019/02/13,lkoons,,1460472.92516048,3217527.32282947,./0.png
"22",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,9a74488f-b7ee-43bc-a59a-ee47cc6b7b2e,2019/02/13,lkoons,2019/02/13,lkoons,,1460472.0016059,3217521.23918022,./0.png
"23",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,2369631a-b51e-4508-affb-38a6484b2ad8,2019/02/13,lkoons,2019/02/13,lkoons,,1460472.89694531,3217519.88518031,./0.png
"24",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,8ffc836a-f2b1-4a62-9209-2def6330d305,2019/02/13,lkoons,2019/02/13,lkoons,,1460485.38674973,3217314.40822905,./0.png
"25",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,f17ebaaa-6949-4724-8409-694f721f09e3,2019/02/13,lkoons,2019/02/13,lkoons,,1460486.95006681,3217306.45712946,./0.png
"26",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,3d873d0c-4436-4b1e-844f-b73b63730840,2019/02/13,lkoons,2019/02/13,lkoons,,1460560.53587765,3217114.45390455,./0.png
"27",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,a2b7e080-a446-4d72-8397-e14520dbe1b9,2019/02/13,lkoons,2019/02/13,lkoons,,1460563.78160606,3217108.31152838,./0.png
"28",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,51a2147d-ee33-4b31-b250-db87c5e77f80,2019/02/13,lkoons,2019/02/13,lkoons,,1460632.15220423,3216982.84491581,./0.png
"29",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,16b5ce4d-5228-416d-9513-70b2e9477648,2019/02/13,lkoons,2019/02/13,lkoons,,1460628.14433822,3216990.29962531,./0.png
"30",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,8bda7057-3d5c-432c-99e5-f352a3d608ad,2019/02/13,lkoons,2019/02/13,lkoons,,1460666.48317231,3216918.93592289,./0.png
"31",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,f6d3491f-bef9-4f6c-b4b1-726518e08f81,2019/02/13,lkoons,2019/02/13,lkoons,,1460663.43002881,3216924.57075414,./0.png
"32",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,fdd993a0-6d4f-4110-8036-46ec20a099cb,2019/02/13,lkoons,2019/02/13,lkoons,,1460734.88756306,3216793.51753855,./0.png
"33",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,3813cb9d-3357-4f3d-954e-b860a6ed8f1e,2019/02/13,lkoons,2019/02/13,lkoons,,1460732.06374981,3216798.69994289,./0.png
"34",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,0cb02914-bd82-4460-a0c5-499b18a9f13f,2019/02/13,lkoons,2019/02/13,lkoons,,1460774.0521829,3216718.97438055,./0.png
"35",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,d00808bf-9982-4148-b5dd-c88aa5325713,2019/02/13,lkoons,2019/02/13,lkoons,,1460771.09123081,3216724.49339838,./0.png
"36",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,18165875-d89f-4f31-a93f-d95e63b64b8b,2019/02/13,lkoons,2019/02/13,lkoons,,1460601.29498248,3215847.28517905,./0.png
"37",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,696fa03c-d314-4aaf-8d07-679e7311b5d8,2019/02/13,lkoons,2019/02/13,lkoons,,1460596.76480781,3215844.07783639,./0.png
"38",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,a9b30a5d-64b5-40ee-a8ac-e98db3775d69,2019/02/13,lkoons,2019/02/13,lkoons,,1460503.66230373,3215787.44212289,./0.png
"39",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,509f3715-ce68-480c-bf53-7ffe64ba5f84,2019/02/13,lkoons,2019/02/13,lkoons,,1460497.19643739,3215785.31286205,./0.png
"40",Yes,2003/03/01,CorpStop,0,Potable,"1",,Active,,,,6755a3a0-25df-4d29-9545-855dc031a787,2019/02/13,lkoons,2019/02/13,lkoons,,1460491.70071347,3215782.51299889,./0.png
"41",Yes,,CurbStop,0,Potable,"1",,Active,,,,afdcb878-4a4e-4b05-9e40-6bc18a068e5c,2019/02/13,lkoons,2019/02/13,lkoons,,1430433.46850723,3168349.19841689,./0.png
"42",Yes,,CurbStop,4885.8,Potable,"1",,Active,,,,710ae15e-a9ea-4e09-9e85-e6caf63d2e15,2019/02/13,lkoons,2019/02/13,lkoons,,1430566.4866139,3168171.36117414,./0.png
"43",Yes,,CurbStop,4849.47,Potable,"1",,Active,,,,3031552d-470f-481c-bef0-5e131764cdcf,2019/02/13,lkoons,2019/02/13,lkoons,,1429227.73896331,3166059.34800972,./0.png
"44",Yes,,CurbStop,4866.97,Potable,"1",,Active,,,,52fec1e9-4b37-4467-91db-db07aa993894,2019/02/13,lkoons,2019/02/13,lkoons,,1429169.94478756,3166695.18007138,./0.png
"45",Yes,,CurbStop,4861.12,Potable,"1",,Active,,,,75832f03-f5c9-45a8-91cb-47c9f6a159ea,2019/02/13,lkoons,2019/02/13,lkoons,,1430378.81408897,3166766.75079438,./0.png
"46",Yes,,CurbStop,4860.98,Potable,"1",,Active,,,,5226afe8-afbe-40ea-8cbf-1969afbe3db9,2019/02/13,lkoons,2019/02/13,lkoons,,1430362.17173381,3166765.01785822,./0.png
"47",Yes,,CurbStop,4862.35,Potable,"1",,Active,,,,35edb060-a3ea-4b38-b39f-1383ea40808f,2019/02/13,lkoons,2019/02/13,lkoons,,1429956.22503914,3166779.27439138,./0.png
"48",Yes,,CurbStop,4859.9,Potable,"1",,Active,,,,551a44e6-0d5e-4d20-98d8-f3953270a209,2019/02/13,lkoons,2019/02/13,lkoons,,1429933.97869256,3166677.70044756,./0.png
"49",Yes,,CurbStop,4863,Potable,"1",,Active,,,,9f3a1df5-d58e-439f-b18f-b01d61e300e1,2019/02/13,lkoons,2019/02/13,lkoons,,1429573.97580364,3166782.11264031,./0.png
"50",Yes,,CurbStop,4862.27,Potable,"1",,Active,,,,303f6054-3655-4e69-a1f0-983a324949c9,2019/02/13,lkoons,2019/02/13,lkoons,,1429431.71165247,3166676.04264247,./0.png
"51",Yes,,CurbStop,4863.97,Potable,"1",,Active,,,,4e7e0cf8-1644-48f7-99a2-8e2ff79bd810,2019/02/13,lkoons,2019/02/13,lkoons,,1429402.17726272,3166759.51065139,./0.png
"52",Yes,,CurbStop,4863.77,Potable,"1",,Active,,,,07f836eb-445f-47f8-a97a-c54624774910,2019/02/13,lkoons,2019/02/13,lkoons,,1429391.16514565,3166757.1796193,./0.png
"53",Yes,,CurbStop,4856.54,Potable,"1",,Active,,,,8cb05f90-003b-4242-b886-5b4e1767efc7,2019/02/13,lkoons,2019/02/13,lkoons,,1430470.86278939,3166663.45014797,./0.png
"54",Yes,,CurbStop,4909.98,Potable,Unknown,,Active,,,,082077bd-a6ff-4e3a-9f14-0a405ae77844,2019/02/13,lkoons,2019/02/13,lkoons,,1431094.27820922,3169381.31938414,./0.png
"55",Yes,,CurbStop,5145.1,Potable,"1",,Active,,,,68f159ad-efca-4c4b-a7ec-7591822ed17f,2019/02/13,lkoons,2019/02/13,lkoons,,1458329.76113972,3161839.18387789,./0.png
"56",Yes,,CurbStop,4956.37,Potable,"0.75",,Active,,,,24f8bce5-438e-4945-99cb-7aaaf31338aa,2019/02/13,lkoons,2019/02/13,lkoons,,1437422.04967439,3159080.93283272,./0.png
"57",Yes,,CurbStop,4961.28,Potable,"0.75",,Active,,,,7ee9b08b-5d75-4069-a8d3-70318f0bf98d,2019/02/13,lkoons,2019/02/13,lkoons,,1437274.95876123,3158536.45852797,./0.png
"58",Yes,,CurbStop,4970.26,Potable,"0.75",,Active,,,,908b263d-077d-46ec-8d64-904002ba87eb,2019/02/13,lkoons,2019/02/13,lkoons,,1437496.73554865,3158476.99572039,./0.png
"59",Yes,,CurbStop,4973.2,Potable,"0.75",,Active,,,,6c38b45d-d29a-436d-bff8-dbbcab2dd0dc,2019/02/13,lkoons,2019/02/13,lkoons,,1437492.88450648,3158204.48182972,./0.png
"60",Yes,,CurbStop,4953.9,Potable,"0.75",,Active,,,,c089aba6-4fa1-4434-865d-f6595ae068b5,2019/02/13,lkoons,2019/02/13,lkoons,,1436954.49844414,3157862.27122806,./0.png
"61",Yes,,CurbStop,4973.87,Potable,"0.75",,Active,,,,fa954a31-acee-4252-b88a-06b2eb37a59b,2019/02/13,lkoons,2019/02/13,lkoons,,1437420.31542589,3157554.25051863,./0.png
"62",Yes,,CurbStop,0,Potable,"0.75",,Active,,,,525df00d-61db-4d25-aab4-6f4140c6d702,2019/02/13,lkoons,2019/02/13,lkoons,,1437208.20856665,3157093.67171539,./0.png
"63",Yes,,CurbStop,4962.93,Potable,"0.75",,Active,,,,cc18314b-f79c-47e5-a867-c05d375e3612,2019/02/13,lkoons,2019/02/13,lkoons,,1436936.21567231,3157093.80524531,./0.png
"64",Yes,,CurbStop,0,Potable,"1",,Active,,,,dbc05365-092d-489e-b2f4-afda7d87d72c,2019/02/13,lkoons,2019/02/13,lkoons,,1437713.92638722,3157177.70894888,./0.png
"65",Yes,,CorpStop,4781.26,Potable,"0.75",,Active,,,,4de581ab-f245-41ef-984c-e776cb29e0e7,2019/02/13,lkoons,2019/02/13,lkoons,,1418731.68941739,3191745.95313247,./0.png
"66",Yes,,CorpStop,4776.82,Potable,"0.75",,Active,,,,43b2feef-18f6-430b-9b11-dee4eedc79e5,2019/02/13,lkoons,2019/02/13,lkoons,,1418736.3012848,3191890.31111147,./0.png
"67",Yes,,CorpStop,4766.19,Potable,"0.75",,Retired,,,,5eadfb25-eea0-48b8-b7aa-2c0c00467b89,2019/02/13,lkoons,2019/02/13,lkoons,,1418757.01351373,3192333.70294122,./0.png
"68",Yes,,CorpStop,4762.96,Potable,"0.75",,Active,,,,5e9c3122-4c6e-4f0b-bc7d-b7a7bc27d029,2019/02/13,lkoons,2019/02/13,lkoons,,1418763.09092939,3192507.00147913,./0.png
"69",Yes,,CorpStop,4763.03,Potable,"0.75",,Active,,,,2b552fb3-3eed-412f-9699-42bc3f9ad3dc,2019/02/13,lkoons,2019/02/13,lkoons,,1418763.76120365,3192526.03228097,./0.png
"70",Yes,,CurbStop,5135.66,Potable,"2",,Active,,,,0229528b-b225-404c-bffc-569ee847924b,2019/02/13,lkoons,2019/02/13,lkoons,,1464631.78987423,3154388.82738756,./0.png
"71",Yes,,CurbStop,4898.78,Potable,"1",,Active,,,,fb19c2dd-39c4-4420-9975-aac1b3d27185,2019/02/13,lkoons,2019/02/13,lkoons,,1432031.52863131,3164468.19633639,./0.png
"72",Yes,,CurbStop,4898.24,Potable,"1",,Active,,,,e0b81925-2c24-4276-84d7-75b6728c7ab0,2019/02/13,lkoons,2019/02/13,lkoons,,1432030.89018114,3164478.42597473,./0.png
"73",Yes,,CurbStop,4900.13,Potable,"1",,Active,,,,c9c43124-30ae-4524-8401-2f980118c7b7,2019/02/13,lkoons,2019/02/13,lkoons,,1432093.89760105,3164468.30197921,./0.png
"74",Yes,,CurbStop,4900.08,Potable,"1",,Active,,,,b89d67d5-c8a7-4673-833f-d5ed5d48e058,2019/02/13,lkoons,2019/02/13,lkoons,,1432094.35035606,3164477.88955846,./0.png
"75",Yes,,CurbStop,4902.31,Potable,"1",,Active,,,,35ab6fd5-969f-40db-bea4-d7e872349cc3,2019/02/13,lkoons,2019/02/13,lkoons,,1431987.75476873,3163942.19345139,./0.png
"76",Yes,,CurbStop,4902.88,Potable,"1",,Active,,,,8de2c331-1526-4ca4-8df8-108e8e2e07aa,2019/02/13,lkoons,2019/02/13,lkoons,,1431997.1136739,3163940.15310113,./0.png
"77",Yes,2003/03/03,CurbStop,5090.15,Potable,"1",,Active,,,,674f0cce-9214-4408-b11f-b8ffdddd6c01,2019/02/13,lkoons,2019/02/13,lkoons,,1454051.59515539,3183297.29876997,./0.png
"78",Yes,2003/03/03,CurbStop,5088.01,Potable,"1",,Active,,,,96de5db5-d2cf-4dc0-b860-e7d8a82ae2d0,2019/02/13,lkoons,2019/02/13,lkoons,,1454006.99977215,3183230.87600255,./0.png
"79",Yes,2003/03/03,CurbStop,5084.02,Potable,"1",,Active,,,,453af20a-85f5-4030-bd3e-fa38ddc7231b,2019/02/13,lkoons,2019/02/13,lkoons,,1453664.40728147,3183281.2804293,./0.png
"80",Yes,2003/03/03,CurbStop,5085.72,Potable,"1",,Active,,,,8e00da01-9529-4fd3-a1a0-70bbc32befd4,2019/02/13,lkoons,2019/02/13,lkoons,,1453639.85090014,3183352.63953856,./0.png
"81",Yes,2003/04/01,CurbStop,5082.92,Potable,"1",,Active,,,,de11f1b1-624f-4cef-8083-a4b5a64a95f7,2019/02/13,lkoons,2019/02/13,lkoons,,1453338.25537473,3183320.69636098,./0.png
"82",Yes,2003/04/01,CurbStop,5089.3,Potable,"1",,Active,,,,8999e952-92fb-476e-ba5c-819ec35cdf52,2019/02/13,lkoons,2019/02/13,lkoons,,1453247.87957123,3183439.57571639,./0.png
"83",Yes,2003/04/01,CurbStop,5090.46,Potable,"1",,Active,,,,ae738369-4dd6-4d4d-a9ef-fcce2dd8ae4a,2019/02/13,lkoons,2019/02/13,lkoons,,1453086.77523464,3183447.07832606,./0.png
"84",Yes,2003/04/01,CurbStop,5097.74,Potable,"1",,Active,,,,17d08a85-3afd-45ea-8635-60d957a63ec3,2019/02/13,lkoons,2019/02/13,lkoons,,1452881.59224606,3183629.2974498,./0.png
"85",Yes,2003/04/01,CurbStop,5099.9,Potable,"1",,Active,,,,93818553-2e89-41e3-92ea-1beb31371334,2019/02/13,lkoons,2019/02/13,lkoons,,1452849.65398973,3183791.67245314,./0.png
"86",Yes,2003/04/01,CurbStop,5100.92,Potable,"1",,Active,,,,1e9bcb03-9206-46c7-936e-c2345f76a5dd,2019/02/13,lkoons,2019/02/13,lkoons,,1452694.69366972,3183899.30904889,./0.png
"87",Yes,2003/04/01,CurbStop,5088.99,Potable,"1",,Active,,,,6344fad9-eabb-402e-a8c7-3b703b2507d8,2019/02/13,lkoons,2019/02/13,lkoons,,1452163.81907532,3184458.05694714,./0.png
"88",Yes,2003/04/01,CurbStop,5084.42,Potable,"1",,Active,,,,93a7f6ec-e35a-48e3-98c2-3350eca71a2f,2019/02/13,lkoons,2019/02/13,lkoons,,1451929.65484548,3184660.49486247,./0.png
"89",Yes,2003/04/01,CurbStop,5084.11,Potable,"1",,Active,,,,499b2356-f1a1-47ba-a9c6-7ad15df71ea0,2019/02/13,lkoons,2019/02/13,lkoons,,1451817.51989914,3184381.30939722,./0.png
"90",Yes,2003/04/01,CurbStop,5076.97,Potable,"1",,Active,,,,604b2a35-5b33-459f-8e94-f10fe6d36066,2019/02/13,lkoons,2019/02/13,lkoons,,1452250.42881022,3184834.15297972,./0.png
"91",Yes,2003/04/01,CurbStop,5077.59,Potable,"1",,Active,,,,61314e3a-82a3-47b9-b186-c2d258ac728e,2019/02/13,lkoons,2019/02/13,lkoons,,1452196.7504399,3184879.84055239,./0.png
"92",Yes,2003/04/01,CurbStop,5092.83,Potable,"1",,Active,,,,ceade49b-bd79-40ba-924e-887a4222d6ca,2019/02/13,lkoons,2019/02/13,lkoons,,1453206.67427306,3184298.05464247,./0.png
"93",Yes,2003/04/01,CurbStop,5092.57,Potable,"1",,Active,,,,fb9314f5-99f3-412f-9fa9-5bfea44bfb3d,2019/02/13,lkoons,2019/02/13,lkoons,,1453231.00558923,3184185.95217639,./0.png
"94",Yes,,CurbStop,4975.51,Potable,"1",,Active,,,,38af3472-4910-4d0e-bbee-7839e046cfba,2019/02/13,lkoons,2019/02/13,lkoons,,1441057.04174823,3160093.13061146,./0.png
"95",Yes,,CurbStop,4971.87,Potable,"1",,Active,,,,aad5d889-0c75-4dff-a4b9-c69f8ac1ffdf,2019/02/13,lkoons,2019/02/13,lkoons,,1441867.55029781,3159486.22139221,./0.png
"96",Yes,,CurbStop,4971.89,Potable,"1",,Active,,,,c94ee28a-e695-445e-ad24-b9baad3d4346,2019/02/13,lkoons,2019/02/13,lkoons,,1441871.86524981,3159493.2827298,./0.png
"97",Yes,,CurbStop,4972.12,Potable,"1",,Active,,,,42a7ec22-71aa-4a75-915b-97419ad12f6b,2019/02/13,lkoons,2019/02/13,lkoons,,1441745.60730022,3160087.81762998,./0.png
"98",Yes,,CorpStop,5070.35,Potable,"4",,Active,,,,7ba1a849-018d-43bc-bc78-0e5a22561b2e,2019/02/13,lkoons,2019/02/13,lkoons,,1460769.09484373,3155118.80919531,./0.png
"99",Yes,,CorpStop,5087.56,Potable,"1",,Active,,,,c5585bf7-ab67-4d9e-8d23-578eaa42747c,2019/02/13,lkoons,2019/02/13,lkoons,,1461713.89118248,3154758.61667421,./0.png
"100",Yes,,CorpStop,5088.24,Potable,"1",,Active,,,,4377ec1c-2d68-4ee9-9900-46156b553d20,2019/02/13,lkoons,2019/02/13,lkoons,,1461624.91334206,3154805.04505906,./0.png
"101",Yes,,CorpStop,5085.98,Potable,"1",,Active,,,,66f52364-64aa-4592-8600-d21adba5d932,2019/02/13,lkoons,2019/02/13,lkoons,,1461368.30854031,3154962.27735613,./0.png
"102",Yes,,CorpStop,5079.82,Potable,"1",,Active,,,,bfdbaf6e-30b5-4f53-8b9e-b7a0e3657708,2019/02/13,lkoons,2019/02/13,lkoons,,1461037.84168155,3155118.35512798,./0.png
"103",Yes,,CurbStop,5074.93,Potable,"1",,Active,,,,637048df-3aad-4145-bb3e-51a462020cbd,2019/02/13,lkoons,2019/02/13,lkoons,,1460765.80088706,3155151.34423523,./0.png
"104",Yes,,CorpStop,5085.25,Potable,"1",,Active,,,,7baab62d-ca96-4877-b9ec-b7dad116f440,2019/02/13,lkoons,2019/02/13,lkoons,,1461336.7439709,3154982.52206631,./0.png
"105",Yes,,CurbStop,5092.55,Potable,"1",,Active,,,,6825771e-b1ac-4fd4-9ca6-d0e83b67ae5b,2019/02/13,lkoons,2019/02/13,lkoons,,1461568.33471505,3154764.28332956,./0.png
"106",Yes,,CurbStop,5093.73,Potable,"1",,Active,,,,4ad52880-b403-4b99-9b59-eb84fdb6988e,2019/02/13,lkoons,2019/02/13,lkoons,,1461639.58621298,3154841.60830614,./0.png
"107",Yes,,CurbStop,5093.84,Potable,"1",,Active,,,,696ef197-1914-4ca1-8d3e-d1109a30f252,2019/02/13,lkoons,2019/02/13,lkoons,,1461735.71659814,3154763.12716389,./0.png
"108",Yes,,CurbStop,5090.19,Potable,"1",,Active,,,,04f5bb9c-b6ba-457e-9307-d049ac19de4f,2019/02/13,lkoons,2019/02/13,lkoons,,1461335.23642798,3154909.51663488,./0.png
"109",Yes,,CorpStop,0,Potable,"1",,Active,,,,663ef1e0-bc96-48ac-a3ee-77769fc92f37,2019/02/13,lkoons,2019/02/13,lkoons,,1461714.72287373,3154757.74036364,./0.png
"110",Yes,,CurbStop,5083.52,Potable,"1",,Active,,,,34106c96-3ad6-4373-9cda-9a05ff98378d,2019/02/13,lkoons,2019/02/13,lkoons,,1461039.50342365,3155152.46759255,./0.png
"111",Yes,,CurbStop,4720,Potable,Unknown,,Active,,,,77f788d1-a663-4270-b7e8-6bb752256732,2019/02/13,lkoons,2019/02/13,lkoons,,1407646.50062981,3195553.86119905,./0.png
"112",Yes,,CurbStop,4720,Potable,Unknown,,Active,,,,db6430a3-c5e4-4f09-b220-bdac13e82e35,2019/02/13,lkoons,2019/02/13,lkoons,,1407646.23061723,3195553.46356206,./0.png
"113",Yes,,CurbStop,4720,Potable,Unknown,,Active,,,,4201cd0e-48d2-487e-8faa-fbe8dae3912d,2019/02/13,lkoons,2019/02/13,lkoons,,1407645.96618205,3195553.65516272,./0.png
"114",Yes,,CurbStop,4726.75,Potable,"0.75",,Active,,,,dfebfa10-0f17-41ce-9e10-598cadd3e1c9,2019/02/13,lkoons,2019/02/13,lkoons,,1408152.08032732,3195008.04568964,./0.png
"115",Yes,,CurbStop,4917.52,Potable,"1",,Active,,,,81f27349-b567-47df-a58c-5ca0dae6b577,2019/02/13,lkoons,2019/02/13,lkoons,,1438429.59063831,3201440.92521231,./0.png
"116",Yes,,CurbStop,4818.64,Potable,"1",,Active,,,,7d837700-f7a0-4b18-b2dd-ec36a29881ed,2019/02/13,lkoons,2019/02/13,lkoons,,1432779.50679414,3212450.77786447,./0.png
"117",Yes,,CurbStop,4939.68,Potable,"1",,Active,,,,4e4803e0-8ad5-48b8-a1ad-e0c72da661e3,2019/02/13,lkoons,2019/02/13,lkoons,,1440422.76217689,3165234.88377939,./0.png
"118",Yes,,CurbStop,4939.43,Potable,"1",,Active,,,,4f9ee581-6c1e-4029-bc5f-f99f49712508,2019/02/13,lkoons,2019/02/13,lkoons,,1440346.6379853,3165355.45801331,./0.png
"119",Yes,,CurbStop,4938.48,Potable,"1",,Active,,,,97ad526a-6e02-4b64-9472-a2c4fa04d860,2019/02/13,lkoons,2019/02/13,lkoons,,1440145.3431123,3165442.37581848,./0.png
"120",Yes,,CurbStop,4937.41,Potable,"1",,Active,,,,fb12c555-9582-4611-89d8-0d6a56007678,2019/02/13,lkoons,2019/02/13,lkoons,,1440008.65801823,3165276.04609863,./0.png
"121",Yes,,CurbStop,4937.12,Potable,"1",,Active,,,,6af9f17f-340f-43e5-99f3-9b303053d8ca,2019/02/13,lkoons,2019/02/13,lkoons,,1439887.18155514,3165133.05163397,./0.png
"122",Yes,,CurbStop,4936.83,Potable,"1",,Active,,,,42c016b2-92c9-45ef-a0e6-cf0bba52161d,2019/02/13,lkoons,2019/02/13,lkoons,,1439808.98125222,3165248.99464355,./0.png
"123",Yes,,CurbStop,4934.98,Potable,"1",,Active,,,,acd0fc9c-6fc9-4b6b-8a8c-5db56c04f87b,2019/02/13,lkoons,2019/02/13,lkoons,,1439889.53916198,3165477.96334572,./0.png
"124",Yes,,CurbStop,4934.95,Potable,"1",,Active,,,,85ab7a5e-d36e-463b-a229-52145ecd1b17,2019/02/13,lkoons,2019/02/13,lkoons,,1439660.59539415,3165478.81012881,./0.png
"125",Yes,,CurbStop,4935.3,Potable,"1",,Active,,,,b4fbd1e4-e9ab-4764-8410-3520d964cce6,2019/02/13,lkoons,2019/02/13,lkoons,,1439320.57376447,3165478.24845013,./0.png
"126",Yes,,CurbStop,4936.74,Potable,"1",,Active,,,,6d507b40-d2ca-47dc-af76-2153d3ed2b99,2019/02/13,lkoons,2019/02/13,lkoons,,1439260.97381806,3165247.47955473,./0.png
"127",Yes,,CurbStop,4937.71,Potable,"1",,Active,,,,4cceb19a-f826-426f-9396-327d4e98fc32,2019/02/13,lkoons,2019/02/13,lkoons,,1439175.91722964,3165132.75110964,./0.png
"128",Yes,,CurbStop,4936.35,Potable,"1",,Active,,,,29a2be56-0657-44c5-bdcf-49a53303244a,2019/02/13,lkoons,2019/02/13,lkoons,,1439064.96699223,3165278.47916463,./0.png
