id,enabled,installdat,type,elevation,watertype,diameter,comment,status,mfg,saddlemfg,surveyelev,globalid,creationda,creator,editdate,editor,newt,northing,easting,icon_url
"934",Yes,2007/11/02,CorpStop,5178.777,NonPotable,"1",,Active,Mueller,Mueller,,0027fcb8-3455-4c5d-9489-9f6e90ffb7ef,2019/02/13,lkoons,2019/02/13,lkoons,,1457113.53030448,3165464.18122105,./1.png
"935",Yes,2007/11/02,CorpStop,5176.828,NonPotable,"1",,Active,Mueller,Mueller,,a9f58b8c-14b5-4641-82e7-2d94640478c0,2019/02/13,lkoons,2019/02/13,lkoons,,1456993.33467872,3165533.19519064,./1.png
"936",Yes,2007/11/02,CorpStop,5176.878,NonPotable,"1",,Active,Mueller,Mueller,,6cd35522-0d3a-40f0-9828-9448a8b121a6,2019/02/13,lkoons,2019/02/13,lkoons,,1456971.0496183,3165542.42122206,./1.png
"937",Yes,2007/11/02,CorpStop,5176.32,NonPotable,"1",,Active,Mueller,Mueller,,33ec29af-2ee9-4794-879e-9d9bc3b8caa2,2019/02/13,lkoons,2019/02/13,lkoons,,1456792.11395256,3165612.71602897,./1.png
"938",Yes,2007/11/02,CorpStop,5178.912,NonPotable,"1",,Active,Mueller,Mueller,,86c2d79c-06cb-4aef-89b0-59be0eb222e7,2019/02/13,lkoons,2019/02/13,lkoons,,1456701.59215197,3165617.11726689,./1.png
"939",Yes,2007/11/02,CorpStop,5180.505,NonPotable,"1",,Active,Mueller,Mueller,,25076c7c-e894-47eb-867c-224a325e5445,2019/02/13,lkoons,2019/02/13,lkoons,,1456662.02956706,3165618.67861547,./1.png
"940",Yes,2007/11/02,CorpStop,5181.805,NonPotable,"1",,Active,Mueller,Mueller,,0fd43fae-83e1-46fa-aa0f-bde4b6934c17,2019/02/13,lkoons,2019/02/13,lkoons,,1456634.12050214,3165619.67926964,./1.png
"941",Yes,2007/11/02,CorpStop,5185.597,NonPotable,"1",,Active,Mueller,Mueller,,08b5719a-1246-41df-abc9-a6d05a2b757f,2019/02/13,lkoons,2019/02/13,lkoons,,1456554.94940065,3165617.76096639,./1.png
"942",Yes,2007/11/02,CorpStop,5190.628,NonPotable,"1",,Active,Mueller,Mueller,,f94e14e8-fba1-42fa-b14d-0b732c24d240,2019/02/13,lkoons,2019/02/13,lkoons,,1456461.27078223,3165596.03528805,./1.png
"943",Yes,2007/11/02,CorpStop,5187.759,NonPotable,"1",,Active,Mueller,Mueller,,85501544-b98b-4439-a8b3-a3c2952ef83f,2019/02/13,lkoons,2019/02/13,lkoons,,1457298.93577357,3165293.52670673,./1.png
"944",Yes,2007/11/02,CorpStop,5188.522,NonPotable,"1",,Active,Mueller,Mueller,,2d0f76ab-310d-4d23-a73e-271ff3a4e071,2019/02/13,lkoons,2019/02/13,lkoons,,1457319.32090339,3165272.47359923,./1.png
"945",Yes,2007/11/02,CorpStop,5195.895,NonPotable,"1",,Active,Mueller,Mueller,,c6e43950-55bf-4d17-919c-85e2f7dc7ffa,2019/02/13,lkoons,2019/02/13,lkoons,,1457385.67674181,3165113.72490098,./1.png
"946",Yes,2007/11/02,CorpStop,5196.752,NonPotable,"1",,Active,Mueller,Mueller,,d9bb1bfc-0fa9-4d5d-9cfd-bebf51b816ed,2019/02/13,lkoons,2019/02/13,lkoons,,1457387.10488856,3165081.1081683,./1.png
"947",Yes,2007/11/02,CorpStop,5191.493,NonPotable,"1",,Active,Mueller,Mueller,,3f29aa56-d38b-462b-b1de-656a9e82e7db,2019/02/13,lkoons,2019/02/13,lkoons,,1456782.30721365,3164623.81938472,./1.png
"948",Yes,2007/11/02,CorpStop,5205.639,NonPotable,"1",,Active,Mueller,Mueller,,613a85f6-dafd-4b37-9bc3-cb338dd25d97,2019/02/13,lkoons,2019/02/13,lkoons,,1456177.93243815,3165464.0621268,./1.png
"949",Yes,2007/11/02,CorpStop,5205.829,NonPotable,"1",,Active,Mueller,Mueller,,47cd1eb7-523a-44a3-b967-a7a6bef7d910,2019/02/13,lkoons,2019/02/13,lkoons,,1456146.58965306,3165487.22087313,./1.png
"950",Yes,,CorpStop,5130.222,Potable,"1.5",,Active,AYMcDonald,AYMcDonald,,c05973cc-45a9-4cca-a083-3b0190e1b07c,2019/02/13,lkoons,2019/02/13,lkoons,,1486475.77965073,3196624.21109247,./0.png
"951",Yes,,CorpStop,5123.771,Potable,"1.5",,Active,AYMcDonald,AYMcDonald,,56bc788a-74be-41e6-9efe-d0808ac0daeb,2019/02/13,lkoons,2019/02/13,lkoons,,1486476.08870523,3196901.49728331,./0.png
"952",Yes,,CorpStop,5121.632,Potable,"1.5",,Active,AYMcDonald,AYMcDonald,,9f8b0d9c-2f26-4703-9294-3f36bdcdc9d6,2019/02/13,lkoons,2019/02/13,lkoons,,1486476.47715589,3197201.78506856,./0.png
"953",Yes,2005/05/01,CurbStop,4780.35,Potable,"1",,Active,,,,4ee14ce6-f292-4562-964f-695bc19ee878,2019/02/13,lkoons,2019/02/13,lkoons,,1435450.91910222,3229512.54885897,./0.png
"954",Yes,2005/05/01,CurbStop,4785.23,Potable,"1",,Active,,,,6c025358-d6bc-4034-87f4-69a2f3d0cfa1,2019/02/13,lkoons,2019/02/13,lkoons,,1436657.39077064,3229581.13435172,./0.png
"955",Yes,2007/11/01,CurbStop,5127.454,Potable,"1",,Active,Mueller,Mueller,,5b1b3c33-1aa6-4300-8300-11d6868ff3b8,2019/02/13,lkoons,2019/02/13,lkoons,,1454644.2868834,3184909.7594558,./0.png
"956",Yes,,CurbStop,4937.158,Potable,"1",,Active,,,,eaacf48e-8d84-4950-8b70-cd282377b620,2019/02/13,lkoons,2019/02/13,lkoons,,1442998.74062073,3177251.05397272,./0.png
"957",Yes,,CurbStop,4945.56,Potable,"1",,Active,,,,4a575647-7c9a-41b1-ab4c-9bf331939025,2019/02/13,lkoons,2019/02/13,lkoons,,1442094.70994848,3166757.30133823,./0.png
"958",Yes,,CurbStop,5166.04,Potable,"1",,Active,,,,dcb1985d-be76-4118-ac67-ec66ece0f953,2019/02/13,lkoons,2019/02/13,lkoons,,1472501.76921298,3148600.97774281,./0.png
"959",Yes,,CorpStop,4754.16,Potable,"0.75",,Active,,,,4c7e1a14-2d9e-4f16-aba8-ee7d2cfe70bb,2019/02/13,lkoons,2019/02/13,lkoons,,1434521.37568572,3255433.06952439,./0.png
"960",Yes,,CurbStop,4719.421,Potable,"1",,Active,,,,693620fe-e9b8-4f86-8ac0-cc3b643ac004,2019/02/13,lkoons,2019/02/13,lkoons,,1413108.56483689,3236635.68651555,./0.png
"961",Yes,,CorpStop,4714.127,Potable,"1",,Active,,,,c1e18d2b-e1a1-4ac8-80d2-ebd4fb00a3dc,2019/02/13,lkoons,2019/02/13,lkoons,,1413152.89348839,3236636.43913873,./0.png
"962",Yes,2007/03/01,CurbStop,5186.571,NonPotable,"1.5",,Active,Mueller,Mueller,,1252f0b6-2843-460d-9da6-4c5ac07e7b96,2019/02/13,lkoons,2019/02/13,lkoons,,1455709.49735139,3164628.71471614,./1.png
"963",Yes,2007/03/01,CurbStop,5161.221,Potable,"1.5",,Active,Mueller,Mueller,,eccabaeb-434a-41ea-96be-d782936ba666,2019/02/13,lkoons,2019/02/13,lkoons,,1455549.83592531,3166216.70202573,./0.png
"964",Yes,2007/03/01,CurbStop,5150.378,Potable,"1.5",,Active,Mueller,Mueller,,57bcaee1-c339-4b3c-aa0f-f60fce04791a,2019/02/13,lkoons,2019/02/13,lkoons,,1455553.88381748,3166480.27203664,./0.png
"965",Yes,2007/03/01,CurbStop,5176.736,Potable,"1.5",,Active,Mueller,Mueller,,d686c180-aa69-42c1-8115-17d8273ec834,2019/02/13,lkoons,2019/02/13,lkoons,,1455547.7988559,3165897.61342506,./0.png
"966",Yes,2007/03/01,CurbStop,5189.346,Potable,"1.5",,Active,Mueller,Mueller,,51249ff3-0ebf-4455-96b1-c4c3c60f715f,2019/02/13,lkoons,2019/02/13,lkoons,,1455547.92943306,3165550.9359688,./0.png
"967",Yes,2007/03/01,CurbStop,5178.575,Potable,"1.5",,Active,Mueller,Mueller,,96be5a7c-cd13-4089-8348-ccfa6b9f0178,2019/02/13,lkoons,2019/02/13,lkoons,,1455709.17484547,3164679.51021822,./0.png
"968",Yes,2007/03/01,CurbStop,5147.426,Potable,"1",,Active,Mueller,Mueller,,18327150-7f43-4183-b288-e20a39edac42,2019/02/13,lkoons,2019/02/13,lkoons,,1455549.66138497,3166571.4890458,./0.png
"969",Yes,2007/03/01,CurbStop,5136.717,NonPotable,"1",,Active,Mueller,Mueller,,5d68aa91-eef6-49ea-8f86-13ae794d45a1,2019/02/13,lkoons,2019/02/13,lkoons,,1455548.68140006,3166909.93259464,./1.png
"970",Yes,2007/03/01,CurbStop,5186.571,NonPotable,"1",,Active,Mueller,Mueller,,0593ac3d-f870-4a8e-99c9-68a75dfd03c5,2019/02/13,lkoons,2019/02/13,lkoons,,1455548.68140006,3166909.93259464,./1.png
"971",Yes,2007/03/01,CurbStop,5186.571,NonPotable,"1",,Active,Mueller,Mueller,,1f29b587-c428-4643-898a-1b6add39da39,2019/02/13,lkoons,2019/02/13,lkoons,,1455709.1289138,3164811.56408797,./1.png
"972",Yes,2007/03/01,CurbStop,5189.258,Potable,"1",,Active,Mueller,Mueller,,d6e3c159-a76a-41d4-9bfd-7e45a09b0886,2019/02/13,lkoons,2019/02/13,lkoons,,1455707.84249906,3164901.54815997,./0.png
"973",Yes,,CorpStop,4915.969,Potable,"1",,Active,Mueller,Mueller,,076d4a23-ec1a-444e-a507-0c3e2bc62f82,2019/02/13,lkoons,2019/02/13,lkoons,,1443766.29650031,3153747.72696371,./0.png
"974",Yes,,CorpStop,4917.014,NonPotable,"1",,Active,Mueller,Mueller,,023f1c61-d141-4b26-9b0b-a75c053f3811,2019/02/13,lkoons,2019/02/13,lkoons,,1443737.46978632,3153740.62035064,./1.png
"975",Yes,,CorpStop,4916.793,NonPotable,"1",,Active,Mueller,Mueller,,acd9db7a-4e59-4390-ace8-d9cc0f7d7ccb,2019/02/13,lkoons,2019/02/13,lkoons,,1443721.79790165,3153739.14627223,./1.png
"976",Yes,,CorpStop,4915.155,Potable,"1",,Active,Mueller,Mueller,,0dfa671c-2241-44b4-9772-44dfa5b411f2,2019/02/13,lkoons,2019/02/13,lkoons,,1443701.86880764,3153740.33885513,./0.png
"977",Yes,,CorpStop,4915.568,Potable,"1",,Active,Mueller,Mueller,,2a03e894-14ff-4ca0-b8a2-c27ff2f7e720,2019/02/13,lkoons,2019/02/13,lkoons,,1443669.60181181,3153721.51933897,./0.png
"978",Yes,,CorpStop,4916.262,NonPotable,"1",,Active,Mueller,Mueller,,363af37b-c05c-4f6b-b12a-14b73bbdaa2b,2019/02/13,lkoons,2019/02/13,lkoons,,1443659.60412839,3153697.53972813,./1.png
"979",Yes,,CorpStop,4915.457,Potable,"1",,Active,Mueller,Mueller,,6046ad5b-7a5f-43d3-98f3-2f1b9834ca46,2019/02/13,lkoons,2019/02/13,lkoons,,1443637.44833282,3153681.19625689,./0.png
"980",Yes,,CorpStop,4915.966,NonPotable,"1",,Active,Mueller,Mueller,,f9a8ad45-b41a-4e92-b4ca-f9a604c2d084,2019/02/13,lkoons,2019/02/13,lkoons,,1443639.4565309,3153659.84098464,./1.png
"981",Yes,,CorpStop,4915.89,NonPotable,"1",,Active,Mueller,Mueller,,9a42eaf0-5413-413a-927c-3126607cd61d,2019/02/13,lkoons,2019/02/13,lkoons,,1443635.84466147,3153650.92860089,./1.png
"982",Yes,,CorpStop,4915.014,Potable,"1",,Active,Mueller,Mueller,,a0eef1e1-3629-46bb-adc7-beccf2ee7989,2019/02/13,lkoons,2019/02/13,lkoons,,1443626.61403689,3153631.43782622,./0.png
"983",Yes,,CorpStop,4915.176,Potable,"1",,Active,Mueller,Mueller,,5da407c9-c6a9-42c3-be1d-6d572d24f07e,2019/02/13,lkoons,2019/02/13,lkoons,,1443653.25998098,3153546.05413872,./0.png
"984",Yes,,CorpStop,4916.599,NonPotable,"1",,Active,Mueller,Mueller,,19713f0f-5ba3-426f-a575-d3dee51e6559,2019/02/13,lkoons,2019/02/13,lkoons,,1443674.51814055,3153540.98459506,./1.png
"985",Yes,,CorpStop,4916.619,NonPotable,"1",,Active,Mueller,Mueller,,a4dc2d5c-33d4-4e33-a8eb-c3e092fb5222,2019/02/13,lkoons,2019/02/13,lkoons,,1443685.42363057,3153531.28415513,./1.png
"986",Yes,,CorpStop,4916.552,Potable,"1",,Active,Mueller,Mueller,,cb97e5a5-4f2a-4627-8963-d2d07a4a9401,2019/02/13,lkoons,2019/02/13,lkoons,,1443722.94061589,3153504.19956364,./0.png
"987",Yes,,CorpStop,4918.233,Potable,"1",,Active,Mueller,Mueller,,4882f665-897d-468d-9b30-0c732f393d4e,2019/02/13,lkoons,2019/02/13,lkoons,,1443916.2256624,3153309.73768222,./0.png
"988",Yes,,CorpStop,4920.178,NonPotable,"1",,Active,Mueller,Mueller,,ed9f94b4-77a7-4359-9f44-6f45e714e174,2019/02/13,lkoons,2019/02/13,lkoons,,1443899.9382934,3153323.47781222,./1.png
"989",Yes,,CorpStop,4918.214,Potable,"1",,Active,Mueller,Mueller,,7f7756ec-47b6-443d-8ffe-7d2a7a647f64,2019/02/13,lkoons,2019/02/13,lkoons,,1443887.25524789,3153356.60044938,./0.png
"990",Yes,,CorpStop,4920.247,NonPotable,"1",,Active,Mueller,Mueller,,610daec1-eb6f-46f1-b01d-501fa0ca2244,2019/02/13,lkoons,2019/02/13,lkoons,,1443935.1567269,3153263.98350863,./1.png
"991",Yes,,CorpStop,4920.144,NonPotable,"1",,Active,Mueller,Mueller,,d42dac12-0a29-46bf-aca4-f722a3f73a8e,2019/02/13,lkoons,2019/02/13,lkoons,,1443905.01571105,3153314.41451013,./1.png
"992",Yes,,CorpStop,4920.193,NonPotable,"1",,Active,Mueller,Mueller,,049d62aa-c8a0-40ac-bd4b-2a5c67c359dc,2019/02/13,lkoons,2019/02/13,lkoons,,1443935.1563988,3153263.9231413,./1.png
"993",Yes,,CorpStop,4920.398,NonPotable,"1",,Active,Mueller,Mueller,,58f88f2e-6bff-4404-9ab7-323862f1060b,2019/02/13,lkoons,2019/02/13,lkoons,,1443941.94509915,3153252.08425422,./1.png
"994",Yes,,CorpStop,4920.541,NonPotable,"1",,Active,Mueller,Mueller,,a2d2f74d-3b12-4678-98f9-07966ced92c8,2019/02/13,lkoons,2019/02/13,lkoons,,1443942.10028256,3153251.90413646,./1.png
"995",Yes,,CorpStop,4918.869,Potable,"1",,Active,Mueller,Mueller,,3d2aee09-e45f-43b6-aea1-cf1040a58a55,2019/02/13,lkoons,2019/02/13,lkoons,,1443976.78229982,3153201.51119263,./0.png
"996",Yes,,CorpStop,4919.203,Potable,"1",,Active,Mueller,Mueller,,f3bd8559-0b97-4cdb-b91b-3eceb3cbdf91,2019/02/13,lkoons,2019/02/13,lkoons,,1443989.04080547,3153176.99680597,./0.png
"997",Yes,,CorpStop,4918.533,Potable,"1",,Active,Mueller,Mueller,,f55bd436-0de2-4b19-9279-7b8e5ba05653,2019/02/13,lkoons,2019/02/13,lkoons,,1444004.87607564,3152970.00115697,./0.png
"998",Yes,,CorpStop,4917.465,NonPotable,"1",,Active,Mueller,Mueller,,630265ae-7df6-4853-926f-46d109a2d65d,2019/02/13,lkoons,2019/02/13,lkoons,,1443875.76839423,3152782.06222838,./1.png
"999",Yes,,CorpStop,4917.484,Potable,"1",,Active,Mueller,Mueller,,feeec678-1d6c-47d1-bee2-3f550479c2c0,2019/02/13,lkoons,2019/02/13,lkoons,,1443993.17924865,3152819.35644513,./0.png
"1000",Yes,,CorpStop,4917.76,NonPotable,"1",,Active,Mueller,Mueller,,4dcfad80-08c7-4cdb-8993-9b40db14c307,2019/02/13,lkoons,2019/02/13,lkoons,,1443989.44730073,3152806.69899014,./1.png
"1001",Yes,,CorpStop,4917.91,NonPotable,"1",,Active,Mueller,Mueller,,bc752dce-e6b3-436c-bfe5-f38ec4397c70,2019/02/13,lkoons,2019/02/13,lkoons,,1443994.15660889,3152794.59566788,./1.png
"1002",Yes,,CorpStop,4918.013,Potable,"1",,Active,Mueller,Mueller,,5cafe15d-8121-43ef-9209-af92ac62d045,2019/02/13,lkoons,2019/02/13,lkoons,,1444010.60441065,3152762.85983898,./0.png
"1003",Yes,,CorpStop,4917.428,NonPotable,"1",,Active,Mueller,Mueller,,abd35a23-60bf-45d6-947e-4a14fe1b907e,2019/02/13,lkoons,2019/02/13,lkoons,,1443875.80579573,3152781.97889522,./1.png
"1004",Yes,,CorpStop,4916.996,NonPotable,"1",,Active,Mueller,Mueller,,7cd304a5-0896-4c72-82a0-0fa4d10c82a9,2019/02/13,lkoons,2019/02/13,lkoons,,1443858.6627854,3152769.29716206,./1.png
"1005",Yes,,CorpStop,4917.216,Potable,"1",,Active,Mueller,Mueller,,7e211f88-bfb1-4367-bc4f-05c7b4fdd763,2019/02/13,lkoons,2019/02/13,lkoons,,1443998.06900264,3152706.0541783,./0.png
"1006",Yes,,CorpStop,4917.721,NonPotable,"1",,Active,Mueller,Mueller,,9d2132a7-2e3f-4023-95ce-644df61f2b74,2019/02/13,lkoons,2019/02/13,lkoons,,1443976.42993832,3152689.20381831,./1.png
"1007",Yes,,CorpStop,4917.836,NonPotable,"1",,Active,Mueller,Mueller,,7de140d4-2ce4-4d7c-88fc-807d758a11c6,2019/02/13,lkoons,2019/02/13,lkoons,,1443973.25901289,3152685.86294572,./1.png
"1008",Yes,,CorpStop,4917.488,Potable,"1",,Active,Mueller,Mueller,,055c5818-2874-4659-84b0-cb81e9efd9d4,2019/02/13,lkoons,2019/02/13,lkoons,,1443968.28494148,3152667.68909755,./0.png
"1009",Yes,,CorpStop,4916.673,Potable,"1",,Active,Mueller,Mueller,,4f17653c-ee95-40bb-b7a7-a223a2e45453,2019/02/13,lkoons,2019/02/13,lkoons,,1443906.88841073,3152642.35187788,./0.png
"1010",Yes,,CorpStop,4917.334,NonPotable,"1",,Active,Mueller,Mueller,,84b81444-d501-45e6-aeea-dc91046eefb8,2019/02/13,lkoons,2019/02/13,lkoons,,1443864.61716981,3152656.2983723,./1.png
"1011",Yes,,CorpStop,4915.744,Potable,"1",,Active,Mueller,Mueller,,a42de986-fd1c-40c9-ba1a-0ec483be9fba,2019/02/13,lkoons,2019/02/13,lkoons,,1443839.09294264,3152657.18649389,./0.png
"1012",Yes,,CorpStop,4917.408,NonPotable,"1",,Active,Mueller,Mueller,,31b1994b-d987-4abc-b2bd-e120e4a13064,2019/02/13,lkoons,2019/02/13,lkoons,,1443876.69358923,3152651.99031006,./1.png
"1013",Yes,,CorpStop,4912.254,Potable,"1",,Active,Mueller,Mueller,,386f1e76-e741-4455-8298-f161b3fe0860,2019/02/13,lkoons,2019/02/13,lkoons,,1443529.1316203,3152585.80310647,./0.png
"1014",Yes,,CorpStop,4913.072,NonPotable,"1",,Active,Mueller,Mueller,,6ab99059-c8f9-4384-8006-7d697e6200d3,2019/02/13,lkoons,2019/02/13,lkoons,,1443491.12677506,3152592.29653181,./1.png
"1015",Yes,,CorpStop,4913.262,NonPotable,"1",,Active,Mueller,Mueller,,9341d53e-a005-4492-a2ab-2a0a6a19bd04,2019/02/13,lkoons,2019/02/13,lkoons,,1443472.08416222,3152597.90642872,./1.png
"1016",Yes,,CorpStop,4911.675,Potable,"1",,Active,Mueller,Mueller,,25381fb0-9384-4952-8b97-8861db6aff58,2019/02/13,lkoons,2019/02/13,lkoons,,1443451.4841378,3152608.54518697,./0.png
"1017",Yes,,CorpStop,4911.002,Potable,"1",,Active,Mueller,Mueller,,765a8e7c-29cd-459b-a773-f700a582a5da,2019/02/13,lkoons,2019/02/13,lkoons,,1443384.82547848,3152583.25882022,./0.png
"1018",Yes,,CorpStop,4912.611,NonPotable,"1",,Active,Mueller,Mueller,,eeb0b761-0b2f-438c-ad33-a711958c8a13,2019/02/13,lkoons,2019/02/13,lkoons,,1443375.06631164,3152552.52758247,./1.png
"1019",Yes,,CorpStop,4912.249,NonPotable,"1",,Active,Mueller,Mueller,,0ba2e452-2421-4e7c-a254-8f19eb3bfb2d,2019/02/13,lkoons,2019/02/13,lkoons,,1443368.9449328,3152537.27662872,./1.png
"1020",Yes,2007/10/31,CorpStop,4910.906,Potable,"1",,Active,Mueller,Mueller,,1710e9d5-9fea-4ae8-b9c7-678a09cc99bb,2019/02/13,lkoons,2019/02/13,lkoons,,1443352.44627814,3152512.49026097,./0.png
"1021",Yes,2007/10/31,CorpStop,4910.199,Potable,"1",,Active,Mueller,Mueller,,98085310-2418-496c-9e64-0bb572423e04,2019/02/13,lkoons,2019/02/13,lkoons,,1443350.16708323,3152473.32793772,./0.png
"1022",Yes,2007/10/31,CorpStop,4909.662,Potable,"1",,Active,Mueller,Mueller,,5eb6de5b-b3d6-41ba-8ab3-bfb893dab40f,2019/02/13,lkoons,2019/02/13,lkoons,,1443402.11350164,3152401.75262156,./0.png
"1023",Yes,2007/10/31,CorpStop,4912.328,NonPotable,"1",,Active,Mueller,Mueller,,6c2f16c6-2da5-4159-9c88-9a2209c92c08,2019/02/13,lkoons,2019/02/13,lkoons,,1443416.14332923,3152403.16567647,./1.png
"1024",Yes,2007/10/31,CorpStop,4912.398,NonPotable,"1",,Active,Mueller,Mueller,,51f32d4f-243e-46bb-baeb-6bd22b83f8f0,2019/02/13,lkoons,2019/02/13,lkoons,,1443423.9648359,3152400.85629788,./1.png
"1025",Yes,2007/10/31,CorpStop,4911.159,Potable,"1",,Active,Mueller,Mueller,,ea1ee803-04a8-4342-9761-d5e69c4cb8df,2019/02/13,lkoons,2019/02/13,lkoons,,1443488.90860364,3152386.79464622,./0.png
"1026",Yes,2007/10/31,CorpStop,4912.338,Potable,"1",,Active,Mueller,Mueller,,500e0e7f-9cd0-4d66-b0ef-34c3577c5224,2019/02/13,lkoons,2019/02/13,lkoons,,1443598.27223006,3152287.23677447,./0.png
"1027",Yes,2007/10/31,CorpStop,4912.34,Potable,"1",,Active,Mueller,Mueller,,67b4bc78-2027-4587-8211-4abdc305fc59,2019/02/13,lkoons,2019/02/13,lkoons,,1443640.77476972,3152171.80360639,./0.png
"1028",Yes,2007/10/31,CorpStop,4913.47,NonPotable,"1",,Active,Mueller,Mueller,,bf0e4daf-6949-4fa9-8c83-471aad3d0031,2019/02/13,lkoons,2019/02/13,lkoons,,1443646.78099132,3152151.84006363,./1.png
"1029",Yes,2007/10/31,CorpStop,4913.363,NonPotable,"1",,Active,Mueller,Mueller,,28bb3f63-9a75-417c-8137-c13fb0e0b40c,2019/02/13,lkoons,2019/02/13,lkoons,,1443652.74423398,3152142.4942818,./1.png
"1030",Yes,2007/10/31,CorpStop,4912.69,Potable,"1",,Active,Mueller,Mueller,,4b807db2-a3dd-47ba-8c59-d52f7daf0a1f,2019/02/13,lkoons,2019/02/13,lkoons,,1443734.73718023,3152053.81237255,./0.png
"1031",Yes,2007/10/31,CorpStop,4914.02,NonPotable,"1",,Active,Mueller,Mueller,,66ed0596-249b-4f7c-adc5-e57204d4c1d5,2019/02/13,lkoons,2019/02/13,lkoons,,1443757.19546865,3152031.49581614,./1.png
"1032",Yes,2007/10/31,CorpStop,4914.214,NonPotable,"1",,Active,Mueller,Mueller,,9079d50a-b2b2-4a2d-810f-d4179f2d59ef,2019/02/13,lkoons,2019/02/13,lkoons,,1443775.07666647,3152019.59000005,./1.png
"1033",Yes,2007/10/31,CorpStop,4914.807,NonPotable,"1",,Active,Mueller,Mueller,,a2beed25-e763-469a-9a6f-eb7e3f635f46,2019/02/13,lkoons,2019/02/13,lkoons,,1443505.89938331,3151978.25215623,./1.png
"1034",Yes,2007/10/31,CorpStop,4915.052,NonPotable,"1",,Active,Mueller,Mueller,,a9d3c1ba-cd08-4b82-b1cb-9a40187b7bdc,2019/02/13,lkoons,2019/02/13,lkoons,,1443486.54082623,3151963.50054531,./1.png
"1035",Yes,2007/10/31,CorpStop,4914.136,Potable,"1",,Active,Mueller,Mueller,,ff424a80-52e3-4bb0-9723-2cbee3f17b94,2019/02/13,lkoons,2019/02/13,lkoons,,1443455.0848524,3151928.24930348,./0.png
"1036",Yes,2007/10/31,CorpStop,4915.378,NonPotable,"1",,Active,Mueller,Mueller,,5019e18c-c422-49da-be58-85648e9e94f3,2019/02/13,lkoons,2019/02/13,lkoons,,1443442.68231814,3151927.66039389,./1.png
"1037",Yes,2007/10/31,CorpStop,4914.671,Potable,"1",,Active,Mueller,Mueller,,52a5c699-08af-4cc1-b8d2-c46f1ad9dd39,2019/02/13,lkoons,2019/02/13,lkoons,,1443382.81465572,3151873.32651305,./0.png
"1038",Yes,2007/10/31,CorpStop,4916.043,NonPotable,"1",,Active,Mueller,Mueller,,27b11317-5ed3-401a-a189-781a32b64131,2019/02/13,lkoons,2019/02/13,lkoons,,1443361.3035439,3151857.39675489,./1.png
"1039",Yes,2007/10/31,CorpStop,4916.137,NonPotable,"1",,Active,Mueller,Mueller,,9be8012f-2175-4ef8-a834-75de3b1c8e77,2019/02/13,lkoons,2019/02/13,lkoons,,1443355.92035256,3151847.5362103,./1.png
"1040",Yes,2007/10/31,CorpStop,4914.968,Potable,"1",,Active,Mueller,Mueller,,200ef87e-f9e4-4138-87fc-4fb95338f94c,2019/02/13,lkoons,2019/02/13,lkoons,,1443356.00401381,3151806.46116123,./0.png
"1041",Yes,2007/10/31,CorpStop,4915.708,Potable,"1",,Active,Mueller,Mueller,,7326faa3-40c8-4026-b2db-bc36c97de44d,2019/02/13,lkoons,2019/02/13,lkoons,,1443376.25134864,3151746.96981038,./0.png
"1042",Yes,2007/10/31,CorpStop,4917.236,NonPotable,"1",,Active,Mueller,Mueller,,f2e902e7-acc6-47b7-aae0-cc98d3db4576,2019/02/13,lkoons,2019/02/13,lkoons,,1443385.17291872,3151727.43277597,./1.png
"1043",Yes,2007/10/31,CorpStop,4917.23,NonPotable,"1",,Active,Mueller,Mueller,,9b4d434b-3729-4755-bd28-86db197f9042,2019/02/13,lkoons,2019/02/13,lkoons,,1443402.89466806,3151718.77301639,./1.png
"1044",Yes,2007/10/31,CorpStop,4915.964,Potable,"1",,Active,Mueller,Mueller,,4f02f57e-d5a9-4f20-a902-cbba9bd96f82,2019/02/13,lkoons,2019/02/13,lkoons,,1443429.52584839,3151713.57092705,./0.png
"1045",Yes,2007/10/31,CorpStop,4916.03,Potable,"1",,Active,Mueller,Mueller,,773bfe5c-82ea-4d66-aba6-6b8d7f3f25d9,2019/02/13,lkoons,2019/02/13,lkoons,,1443456.43950848,3151702.07751173,./0.png
"1046",Yes,2007/10/31,CorpStop,4916.077,Potable,"1",,Active,Mueller,Mueller,,5aab02a7-abf5-4856-8c00-50c3b945a2d8,2019/02/13,lkoons,2019/02/13,lkoons,,1443489.77179089,3151686.65693888,./0.png
"1047",Yes,2007/10/31,CorpStop,4917.988,NonPotable,"1",,Active,Mueller,Mueller,,cf16b676-d141-4b17-962c-69467289acf0,2019/02/13,lkoons,2019/02/13,lkoons,,1443494.55721439,3151673.9853763,./1.png
"1048",Yes,2007/10/31,CorpStop,4918.264,NonPotable,"1",,Active,Mueller,Mueller,,74e6bf33-3df3-4e48-b136-b5793b56e406,2019/02/13,lkoons,2019/02/13,lkoons,,1443510.27929582,3151667.43912956,./1.png
"1049",Yes,2007/10/31,CorpStop,4916.851,Potable,"1",,Active,Mueller,Mueller,,18847ae5-a269-497e-9062-8ad8013274e9,2019/02/13,lkoons,2019/02/13,lkoons,,1443538.41769098,3151668.18322255,./0.png
"1050",Yes,2007/10/31,CorpStop,4916.085,Potable,"1",,Active,Mueller,Mueller,,88518e8a-41bf-4053-8a02-cd9a65f38d55,2019/02/13,lkoons,2019/02/13,lkoons,,1443619.5960063,3151667.06445839,./0.png
