id,enabled,installdat,type,elevation,watertype,diameter,rotation,tracerwire,modelid,comment,status,openleft,curopen,turnsclose,mfg,megalugmfg,megalugmdl,surveyelev,globalid,creationda,creator,editdate,editor,newt,northing,easting,icon_url
"2355",Yes,2007/08/01,Gate,5122.837,NonPotable,"6","70",Yes,V2107,,Active,Yes,Yes,"18",Mueller,Star,"3500",,093faf8f-8a51-45ca-96a5-bab762757240,2019/02/13,lkoons,2019/02/13,lkoons,,3166944.31704031,1457440.05786665,./1.png
"2356",Yes,2007/08/01,Gate,5197.531,NonPotable,"6","0",No,V2108,,Active,Yes,Yes,"0",Mueller,Star,"3500",,2a1e1351-3f34-40f6-ad47-be91b1d42e69,2019/02/13,lkoons,2019/02/13,lkoons,,3164952.51164073,1457705.46120723,./1.png
"2357",Yes,2007/08/01,Gate,5197.536,NonPotable,"8","90",Yes,V2109,,Active,Yes,Yes,"24",Mueller,Star,"3500",,1390e8f9-51eb-45b1-8692-3f2d930de933,2019/02/13,lkoons,2019/02/13,lkoons,,3164951.30790298,1457763.02539656,./1.png
"2358",Yes,2007/08/01,Gate,5184.379,NonPotable,"6","320",Yes,V2110,,Active,Yes,Yes,"18",Mueller,Star,"3500",,4b8ee9e7-2164-4cb6-9937-3d217e01d3ef,2019/02/13,lkoons,2019/02/13,lkoons,,3165381.18762064,1457208.34901248,./1.png
"2359",Yes,2007/08/01,Gate,5178.918,NonPotable,"8","70",Yes,V2111,,Active,Yes,Yes,"24",Mueller,Star,"3500",,fa72f92f-8754-4a3c-9a2c-5d9730cb8ab4,2019/02/13,lkoons,2019/02/13,lkoons,,3165516.25559197,1457027.05934881,./1.png
"2360",Yes,2007/08/01,Gate,5177.06,NonPotable,"6","340",Yes,V2112,,Active,Yes,Yes,"18",Mueller,Star,"3500",,df67bd5c-f8a2-4874-a78c-360b7990a637,2019/02/13,lkoons,2019/02/13,lkoons,,3165581.11241764,1456895.21184348,./1.png
"2361",Yes,2007/08/01,Gate,5188.639,NonPotable,"6","10",Yes,V2113,,Active,Yes,Yes,"18",Mueller,Star,"3500",,80e2d72a-56ef-4964-9ca1-49d71061caba,2019/02/13,lkoons,2019/02/13,lkoons,,3165616.14581214,1456522.84841497,./1.png
"2362",Yes,2007/08/01,Gate,5201.177,NonPotable,"4","40",Yes,V2114,,Active,Yes,Yes,"12",Mueller,Star,"3500",,6ccfb6cb-6f6c-45fc-b608-e1e3d59fa065,2019/02/13,lkoons,2019/02/13,lkoons,,3164807.61855781,1456873.87756856,./1.png
"2363",Yes,2007/08/01,Gate,5198.565,NonPotable,"6","340",Yes,V2115,,Active,Yes,Yes,"18",Mueller,Star,"3500",,4ac71ef5-bec0-47e3-897b-3907f9af51fb,2019/02/13,lkoons,2019/02/13,lkoons,,3164754.86341397,1456781.30590332,./1.png
"2364",Yes,2007/08/01,Gate,5198.74,NonPotable,"8","70",Yes,V2116,,Active,Yes,Yes,"24",Mueller,Star,"3500",,553c6f67-19ef-40ac-b0fa-b2edeb64f2be,2019/02/13,lkoons,2019/02/13,lkoons,,3164741.8706578,1456803.95874514,./1.png
"2365",Yes,2007/08/01,Gate,5198.912,NonPotable,"8","330",Yes,V2117,,Active,Yes,Yes,"24",Mueller,Star,"3500",,db9d11e5-ecc3-4cdd-9e6c-5808ab431ee5,2019/02/13,lkoons,2019/02/13,lkoons,,3164741.73548748,1456812.62244172,./1.png
"2366",Yes,2007/08/01,Gate,5198.784,NonPotable,"8","340",Yes,V2118,,Active,Yes,Yes,"24",Mueller,Star,"3500",,a4da1e55-45d3-4dcf-b4f5-b08ee012e33d,2019/02/13,lkoons,2019/02/13,lkoons,,3164734.92414939,1456808.57323723,./1.png
"2367",Yes,2007/08/01,Gate,5102.435,NonPotable,"4","125",Yes,V2119,,Active,Yes,Yes,"12",Mueller,Star,"3500",,1576d84b-4b44-4834-bb8d-dcb997ea16ec,2019/02/13,lkoons,2019/02/13,lkoons,,3167720.94278364,1457201.36510256,./1.png
"2368",Yes,2007/08/01,Gate,0,NonPotable,"8","340",Yes,V2120,,Active,Yes,Yes,"24",Mueller,Star,"3500",,debd3a84-155c-40f6-858c-3a6edcb6e214,2019/02/13,lkoons,2019/02/13,lkoons,,3165423.12552889,1456303.92267172,./1.png
"2369",Yes,,Gate,5130.781,Potable,"1","0",No,V2121,,Active,Yes,Yes,"0",Mueller,Star,"3500",,f3ad28f1-63e1-46a9-9693-3be91bf824b1,2019/02/13,lkoons,2019/02/13,lkoons,,3167044.94347946,1455590.31287847,./0.png
"2370",Yes,,Gate,5183.96,Potable,"1","0",No,V2122,,Active,Yes,Yes,"0",Mueller,Star,"3500",,92169688-01fa-4d61-b9ab-a448b779a019,2019/02/13,lkoons,2019/02/13,lkoons,,3165722.51928705,1455587.09831798,./0.png
"2371",Yes,,Gate,5087.079,Potable,"1","0",No,V2123,,Active,Yes,Yes,"0",Mueller,Star,"3500",,233a554c-f626-4400-ae9c-130025170ae2,2019/02/13,lkoons,2019/02/13,lkoons,,3168532.93328564,1456331.43902089,./0.png
"2372",Yes,,Gate,5094.748,Potable,"1","0",No,V2124,,Active,Yes,Yes,"0",Mueller,Star,"3500",,c83ede56-0cfb-478a-84d4-8c954ba1d06f,2019/02/13,lkoons,2019/02/13,lkoons,,3168278.12178738,1456331.11848348,./0.png
"2373",Yes,2007/08/01,Gate,5204.643,Potable,"4","340",Yes,V2125,,Active,Yes,Yes,"12",Mueller,Star,"3500",,ace4f41d-3d19-495c-bc63-5cb3c3bc4e1d,2019/02/13,lkoons,2019/02/13,lkoons,,3165411.48874114,1456278.51557031,./0.png
"2374",Yes,2007/08/01,Gate,5205.09,Potable,"4","70",Yes,V2126,,Active,Yes,Yes,"12",Mueller,Star,"3500",,e19b66ef-86eb-46fa-b888-c7fb1120a0f4,2019/02/13,lkoons,2019/02/13,lkoons,,3165408.49990197,1456272.9056734,./0.png
"3461",Yes,2016/10/14,Gate,4927.893,NonPotable,"8","0",Yes,,"0",Active,Yes,Yes,"26",Clow,Star,1500C,Feature,,2021/06/12,rmaple,2021/06/12,rmaple,,3153004.414,1446890.867,./1.png
"2375",Yes,2007/08/01,Gate,5131.645,Potable,"4","320",Yes,V2127,,Active,Yes,Yes,"12",Mueller,Star,"3500",,1e15bb92-7700-410a-9c4e-67f8dc48c0eb,2019/02/13,lkoons,2019/02/13,lkoons,,3166650.11159196,1457249.61730264,./0.png
"2376",Yes,2007/08/01,Gate,5101.636,Potable,"4","290",Yes,V2128,,Active,Yes,Yes,"12",Mueller,Star,"3500",,b74ba028-6ddb-4802-a549-9dc9ce6aa7d5,2019/02/13,lkoons,2019/02/13,lkoons,,3167943.24712905,1456874.95335381,./0.png
"2377",Yes,2007/08/01,Gate,5100.401,Potable,"4","210",Yes,V2129,,Active,Yes,Yes,"12",Mueller,Star,"3500",,2f2594d9-f9b2-4834-b022-45579003f371,2019/02/13,lkoons,2019/02/13,lkoons,,3167952.13884355,1456847.35367148,./0.png
"2378",Yes,2007/08/01,Gate,5198.231,Potable,"4","0",Yes,V2130,,Active,Yes,Yes,"12",Mueller,Star,"3500",,314bdbc0-ad9e-4010-bbf2-a481ab6fe939,2019/02/13,lkoons,2019/02/13,lkoons,,3164927.64850147,1457746.72720081,./0.png
"2379",Yes,2007/08/01,Gate,5197.894,Potable,"4","90",Yes,V2131,,Active,Yes,Yes,"12",Mueller,Star,"3500",,94531db0-ca72-4c46-a9ce-667ca38be33f,2019/02/13,lkoons,2019/02/13,lkoons,,3164931.29613197,1457729.22756389,./0.png
"2380",Yes,2007/08/01,Gate,5200.745,Potable,"4","95",Yes,V2132,,Active,Yes,Yes,"12",Mueller,Star,"3500",,c4de3221-a873-4ebf-87a4-75fe6c5793a1,2019/02/13,lkoons,2019/02/13,lkoons,,3164921.50350064,1457409.82728405,./0.png
"2381",Yes,2007/08/01,Gate,5200.507,Potable,"4","0",Yes,V2133,,Active,Yes,Yes,"12",Mueller,Star,"3500",,109a0513-5fda-48e8-b26f-2c6790e55dc8,2019/02/13,lkoons,2019/02/13,lkoons,,3164926.18229705,1457414.0529974,./0.png
"2382",Yes,2007/08/01,Gate,5179.568,Potable,"4","70",Yes,V2134,,Active,Yes,Yes,"12",Mueller,Star,"3500",,042b58fa-a0a4-48da-bd49-a9843f302d40,2019/02/13,lkoons,2019/02/13,lkoons,,3165534.27196014,1457035.84082732,./0.png
"2383",Yes,2007/08/01,Gate,5207.413,Potable,"2","70",Yes,V2135,,Active,Yes,Yes,"6",Mueller,Star,"3500",,2e866a84-2a96-4643-b8cd-0ed0db128d8c,2019/02/13,lkoons,2019/02/13,lkoons,,3165474.06702806,1456085.89948572,./0.png
"2384",Yes,2007/08/01,Gate,5126.551,Potable,"2","90",Yes,V2136,,Active,Yes,Yes,"6",Mueller,Star,"3500",,d12caf59-12a9-41bf-9d70-3367785c057e,2019/02/13,lkoons,2019/02/13,lkoons,,3166906.85484488,1456557.31324106,./0.png
"2385",Yes,2007/08/01,Gate,5198.495,Potable,"4","330",Yes,V2137,,Active,Yes,Yes,"12",Mueller,Star,"3500",,8cd37897-8227-43a5-a297-a5dc7baad68a,2019/02/13,lkoons,2019/02/13,lkoons,,3164720.64465038,1456823.29991381,./0.png
"2386",Yes,2007/08/01,Gate,5198.822,Potable,"4","65",Yes,V2138,,Active,Yes,Yes,"12",Mueller,Star,"3500",,57fcdee9-f39f-4b5e-a096-1ad549e69d30,2019/02/13,lkoons,2019/02/13,lkoons,,3164719.5557418,1456803.76550406,./0.png
"2387",Yes,2007/08/01,Gate,5197.585,Potable,"4","340",Yes,V2139,,Active,Yes,Yes,"12",Mueller,Star,"3500",,65f0bd01-f096-4dac-bc1f-86107d5410e6,2019/02/13,lkoons,2019/02/13,lkoons,,3164699.07579589,1456812.82749382,./0.png
"2388",Yes,,Butterfly,5133.33,Potable,"24","0",No,V2140,,Active,Yes,Yes,"0",,,,,5bbd7b87-efd8-412b-afd5-d2f8cda35356,2019/02/13,lkoons,2019/02/13,lkoons,,3163691.46101323,1455205.4783463,./0.png
"2389",Yes,,Butterfly,5133.509,Potable,"24","0",No,V2141,,Active,Yes,Yes,"0",,Star,,,84e00178-7d41-4263-aa9e-6e07fee8feb2,2019/02/13,lkoons,2019/02/13,lkoons,,3163684.44593538,1455210.58857231,./0.png
"2390",Yes,,Butterfly,5133.491,Potable,"20","0",No,V2142,"20"" Plug",Active,Yes,Yes,"0",,,,,063fdea4-5d94-4fa6-9110-a2b9a6f448d2,2019/02/13,lkoons,2019/02/13,lkoons,,3163560.85366289,1455198.69227064,./0.png
"2391",Yes,,Butterfly,5133.381,Potable,"24","0",No,V2143,,Active,Yes,Yes,"0",,,,,7a761758-1da8-4ce9-9411-25773ee90337,2019/02/13,lkoons,2019/02/13,lkoons,,3163556.13451222,1455202.97572665,./0.png
"2392",Yes,2007/09/25,Gate,5138.205,Potable,"10","90",No,V2144,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,eb5866a3-da22-4cce-8a8c-665a2d76ce55,2019/02/13,lkoons,2019/02/13,lkoons,,3196400.67774689,1486478.59460573,./0.png
"2393",Yes,,Gate,5138.302,Potable,"10","90",No,V2145,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,0fdc6ea5-cdc2-4e8a-9310-3477a34e8297,2019/02/13,lkoons,2019/02/13,lkoons,,3196400.75222181,1486472.93877715,./0.png
"2394",Yes,,Gate,5137.855,Potable,"8","0",Yes,V2146,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,0cf314af-a670-4673-96c1-aed4611332b6,2019/02/13,lkoons,2019/02/13,lkoons,,3196402.21941046,1486475.82919131,./0.png
"2395",Yes,,Gate,4721.336,Potable,"2","90",No,V2147,,Active,Yes,Yes,"0",,,,,8c0e4048-d110-4bfa-b2a3-9f9b920bfc26,2019/02/13,lkoons,2019/02/13,lkoons,,3193983.07529864,1408224.4683059,./0.png
"2396",Yes,,Gate,4702.858,Potable,"6","90",No,V2148,,Active,Yes,Yes,"19",,,,,bccd057d-34d8-4f62-a528-fb35a3f87837,2019/02/13,lkoons,2019/02/13,lkoons,,3225869.82386097,1408355.42572114,./0.png
"2397",Yes,,Gate,5154.4,Potable,"10","90",Yes,V2149,,Active,Yes,Yes,"31",,,,,0323131d-896c-481c-9231-4cca8bb4c6b3,2019/02/13,lkoons,2019/02/13,lkoons,,3196391.41267355,1492365.19897422,./0.png
"3474",Yes,2019/11/12,Gate,4917.443,NonPotable,"6","0",Yes,,"0",Active,Yes,Yes,"20",Clow,Ebba,"1400",Feature,,2021/06/12,rmaple,2021/06/12,rmaple,,3150101.521,1446826.428,./1.png
"2398",Yes,,Gate,4939.267,Potable,"2","90",No,V2150,,Active,Yes,Yes,"0",Mueller,,,,cc42e90a-bea3-4c4c-8aba-4f9544dc3492,2019/02/13,lkoons,2019/02/13,lkoons,,3196524.24508506,1446509.5196884,./0.png
"2399",Yes,,Gate,4939.011,Potable,"2","90",No,V2151,,Active,Yes,Yes,"0",Mueller,,,,04f5793c-0f74-4196-bb42-4e7f60de4c17,2019/02/13,lkoons,2019/02/13,lkoons,,3196520.61287448,1445120.62121947,./0.png
"2400",Yes,,Gate,4940.595,Potable,"2","0",No,V2152,,Active,Yes,Yes,"0",Mueller,,,,49f1d4a6-76c0-4e62-b617-73ee897c4c63,2019/02/13,lkoons,2019/02/13,lkoons,,3196528.95406514,1445155.00796172,./0.png
"2401",Yes,,Gate,4825.79,Potable,"2","110",No,V2153,,Active,Yes,Yes,"0",Mueller,,,,f2dd7071-8941-4c7f-984a-15f20bc3c853,2019/02/13,lkoons,2019/02/13,lkoons,,3260219.81290364,1421668.93912031,./0.png
"2402",Yes,2007/11/01,Gate,4907.217,Potable,"4","0",No,V2154,,Active,Yes,Yes,"12",Mueller,,,,a4648ff8-7cd5-46a6-8fc8-0344a905095f,2019/02/13,lkoons,2019/02/13,lkoons,,3223282.52785447,1453071.48786364,./0.png
"2403",Yes,2007/11/01,Gate,4906.973,Potable,"4","0",No,V2155,,Active,Yes,Yes,"12",Mueller,,,,7b948a48-76a1-4208-9bbc-d299344354b0,2019/02/13,lkoons,2019/02/13,lkoons,,3223269.57184364,1453071.50951715,./0.png
"2404",Yes,2007/11/01,Gate,4767.912,Potable,"4","90",No,V2156,Top of Valve Cover Shot,Active,Yes,Yes,"12",Mueller,Star,1500C,,e894437d-d675-4575-81af-9e994252024e,2019/02/13,lkoons,2019/02/13,lkoons,,3254237.2133203,1434391.41170681,./0.png
"2405",Yes,2007/11/01,Gate,4812.025,Potable,"6","90",No,V2157,,Active,Yes,Yes,"20",AmericanFlowControl,Star,"3500",,bb568cb0-0a12-4d9f-97a5-aed529e21614,2019/02/13,lkoons,2019/02/13,lkoons,,3207358.30248514,1424257.09864214,./0.png
"2406",Yes,2007/11/01,Gate,4813.256,Potable,"12","0",No,V2158,,Active,Yes,Yes,"37",AmericanAVK,Star,"3500",,061176ba-f368-4769-892b-eea035ba7fff,2019/02/13,lkoons,2019/02/13,lkoons,,3207354.52493364,1424258.39161856,./0.png
"2407",Yes,2007/11/01,Gate,4811.4,Potable,"2","90",No,V2159,,Active,Yes,Yes,"9",AmericanFlowControl,,,,baa8ce2a-0383-4855-9fea-e49552482c7d,2019/02/13,lkoons,2019/02/13,lkoons,,3207358.32413864,1424259.84666814,./0.png
"2408",Yes,2007/11/01,Gate,4816.581,Potable,"12","0",No,V2160,,Active,Yes,Yes,"36",AmericanAVK,Star,"3500",,187da93f-7946-43f1-990b-5f3832751d63,2019/02/13,lkoons,2019/02/13,lkoons,,3206818.11360489,1424255.97200398,./0.png
"2409",Yes,2007/11/01,Gate,4815.331,Potable,"6","0",No,V2161,,Active,Yes,Yes,"18",AmericanAVK,Star,"3500",,2b5a6a8b-2358-4cf8-8868-3c98c4ad6d2d,2019/02/13,lkoons,2019/02/13,lkoons,,3206820.53846881,1424273.66061689,./0.png
"2410",Yes,2007/11/01,Gate,4815.5,Potable,"6","90",Yes,V2162,,Active,Yes,Yes,"21",Mueller,Star,"3500",,1c91d9ab-6d36-4417-896e-cf89dd1286ad,2019/02/13,lkoons,2019/02/13,lkoons,,3206818.73040156,1424295.26227973,./0.png
"2411",Yes,2007/11/01,Gate,4815.547,Potable,"6","90",No,V2163,,Active,Yes,Yes,"18",Mueller,Star,"3500",,6831374c-3f22-460e-aa71-d4cb8655d1cc,2019/02/13,lkoons,2019/02/13,lkoons,,3206818.14313239,1424307.47944689,./0.png
"2412",Yes,,Gate,5127.207,Potable,"12","0",No,V2164,,Active,Yes,Yes,"0",AmericanFlowControl,Ford,,,46813ce2-2c82-4fb3-ab7b-a4177cb8d244,2019/02/13,lkoons,2019/02/13,lkoons,,3159263.05385955,1460373.60350873,./0.png
"2413",Yes,,Gate,5128.225,Potable,"12","90",No,V2165,,Active,Yes,Yes,"0",AmericanFlowControl,Ford,,,9d7aa5bb-75d1-4785-ad2c-9628b0e3d824,2019/02/13,lkoons,2019/02/13,lkoons,,3159286.23130664,1460418.36096515,./0.png
"2414",Yes,,Gate,5132.428,Potable,"6","0",No,V2166,,Active,Yes,Yes,"0",AmericanFlowControl,Star,,,522842c6-81f3-4171-814b-47ad9950937a,2019/02/13,lkoons,2019/02/13,lkoons,,3159412.91773306,1460547.90171656,./0.png
"2415",Yes,,Gate,5155.408,Potable,"6","90",No,V2167,,Active,Yes,No,"0",AmericanFlowControl,Star,"4000",,6e91f75f-faae-4198-984e-8648a05d324d,2019/02/13,lkoons,2019/02/13,lkoons,,3161477.22364381,1460571.37935989,./0.png
"2416",Yes,,Gate,5155.54,Potable,"8","90",No,V2168,,Active,Yes,No,"0",AmericanFlowControl,Star,"4000",,25334dd4-6ad8-4d33-9135-7fa7b2f6c2bf,2019/02/13,lkoons,2019/02/13,lkoons,,3161486.57926814,1460571.56571123,./0.png
"2417",Yes,,Gate,4807.571,Potable,"6","90",No,V2169,,Active,Yes,Yes,"0",Mueller,Star,"3500",,afd3f8c0-0500-4201-9f2d-a672badffde9,2019/02/13,lkoons,2019/02/13,lkoons,,3175999.38390389,1423520.09486681,./0.png
"2418",Yes,,Gate,5186.987,Potable,"8","90",No,V2170,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,68b3db87-4085-49a9-a4cc-e7e48c398a29,2019/02/13,lkoons,2019/02/13,lkoons,,3162921.20336738,1460568.2455079,./0.png
"2419",Yes,,Gate,5180.029,Potable,"12","0",No,V2171,,Active,Yes,No,"0",AmericanFlowControl,Star,"4000",,21ad284d-544a-49b0-8cb5-e44e5c5712f9,2019/02/13,lkoons,2019/02/13,lkoons,,3164524.02758956,1460587.38359298,./0.png
"2420",Yes,,Gate,5180.091,Potable,"6","0",No,V2172,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"4000",,d328f83d-cce6-43c9-b813-b2571d0da6c6,2019/02/13,lkoons,2019/02/13,lkoons,,3164519.39734948,1460568.18448439,./0.png
"2421",Yes,,Gate,5181.056,Potable,"12","90",No,V2173,,Active,Yes,Yes,"0",,Star,"4000",,a0107fa2-ea02-457f-89c6-733e2d4b78dd,2019/02/13,lkoons,2019/02/13,lkoons,,3164517.71034497,1460565.46073656,./0.png
"2422",Yes,,Butterfly,5179.275,Potable,"16","0",No,V2174,,Active,Yes,Yes,"0",,,,,dbe1674e-5f96-49cc-bfe1-74c7bdf4e156,2019/02/13,lkoons,2019/02/13,lkoons,,3164513.50464472,1460587.10111323,./0.png
"2423",Yes,,Gate,5189.669,Potable,"12","70",No,V2175,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,317cb68a-7fb0-4729-b3e8-18bee32e5326,2019/02/13,lkoons,2019/02/13,lkoons,,3164500.53780714,1457996.74113648,./0.png
"2424",Yes,,Gate,5188.715,Potable,"6","350",No,V2176,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,c3e41124-4bda-4262-b917-d259c5f00788,2019/02/13,lkoons,2019/02/13,lkoons,,3164502.77107039,1457993.48425323,./0.png
"2425",Yes,,Gate,5189.017,Potable,"8","170",No,V2177,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,a5aaf396-e5ca-4ded-b8c4-9352d099a3c9,2019/02/13,lkoons,2019/02/13,lkoons,,3164503.54895598,1457970.20641264,./0.png
"2426",Yes,,Butterfly,5188.279,Potable,"16","0",No,V2178,,Active,Yes,Yes,"0",,,,,35df341a-f639-4ef3-8ac3-0e3528ff2d50,2019/02/13,lkoons,2019/02/13,lkoons,,3164507.39343648,1457966.86947706,./0.png
"2427",Yes,,Gate,5168.581,Potable,"8","45",No,V2179,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"4000",,af9a3c2d-23ab-4394-8d7f-ee2d1f89b436,2019/02/13,lkoons,2019/02/13,lkoons,,3163232.72800681,1458323.83365814,./0.png
"2428",Yes,2007/03/01,Gate,5169.719,NonPotable,"8","90",No,V2180,,Active,Yes,Yes,"24",Mueller,Star,"3500",,bf8b2fc9-3470-421d-8c00-a16f1c6d37e6,2019/02/13,lkoons,2019/02/13,lkoons,,3165978.1870828,1455605.33942322,./1.png
"2429",Yes,2007/03/01,Gate,5141.385,NonPotable,"8","90",No,V2181,,Active,Yes,Yes,"24",Mueller,Star,"3500",,bdca8c6f-173d-4eb2-a2dd-5ad62941db4c,2019/02/13,lkoons,2019/02/13,lkoons,,3166642.52466489,1455606.65700589,./1.png
"2430",Yes,,Gate,5005.365,Potable,"10","95",No,V2182,,Active,Yes,Yes,"30",,,,,e2dd447e-aa49-4a4f-a6d2-0de62d448092,2019/02/13,lkoons,2019/02/13,lkoons,,3196404.20562696,1461947.52522965,./0.png
"2431",Yes,2008/03/01,Butterfly,5130.112,Potable,"24","0",No,V2183,,Active,Yes,Yes,"0",,,,,75444765-5dc9-4aae-937d-79b502d3f695,2019/02/13,lkoons,2019/02/13,lkoons,,3163557.05117705,1455042.41075906,./0.png
"2432",Yes,2008/03/01,Butterfly,5129.525,Potable,"24","0",No,V2184,,Active,Yes,Yes,"0",,,,,47acefbe-b873-4031-8afc-edc8f366909b,2019/02/13,lkoons,2019/02/13,lkoons,,3163796.32235205,1454972.34987555,./0.png
"2433",Yes,2008/03/01,Butterfly,5129.274,Potable,"42","0",No,V2185,,Active,Yes,No,"0",,,,,b471d950-9f8a-4319-a8fc-6dd1e7ca41d8,2019/02/13,lkoons,2019/02/13,lkoons,,3163785.28923763,1454943.88897447,./0.png
"2434",Yes,,Gate,4984.27,Potable,"2","90",No,V2186,,Active,Yes,Yes,"0",,,,,9a40d163-3e94-4cf9-96d6-807269543cd5,2019/02/13,lkoons,2019/02/13,lkoons,,3185629.84003663,1444830.22941181,./0.png
"2435",Yes,,Gate,5208.819,Potable,"6","90",No,V2187,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,be74d537-e409-4980-96b7-8a884c2a48bf,2019/02/13,lkoons,2019/02/13,lkoons,,3164089.76467855,1460572.35836056,./0.png
"2436",Yes,,Butterfly,4822.689,Potable,"16","0",No,V2188,,Active,Yes,No,"0",,,,,854d570e-9f16-4754-8486-0a2a0497be3a,2019/02/13,lkoons,2019/02/13,lkoons,,3260205.80702613,1421668.29345231,./0.png
"2457",Yes,,Gate,4808.115,Potable,"6","0",Yes,V2209,,Active,Yes,Yes,"0",Mueller,Star,"3500",,fff062df-1798-4112-b653-d195d2f61614,2019/02/13,lkoons,2019/02/13,lkoons,,3175996.68902738,1423589.30338982,./0.png
"2458",Yes,,Gate,4807.331,Potable,"6","15",Yes,V2210,,Active,Yes,Yes,"0",Mueller,Star,"3500",,b8b324d5-3d10-4ae3-9cb1-2268a30e2914,2019/02/13,lkoons,2019/02/13,lkoons,,3176014.71359764,1423909.43956056,./0.png
"2459",Yes,,Gate,4810.722,Potable,"8","60",Yes,V2211,,Active,Yes,No,"0",Mueller,Star,"3500",,d938038c-ce96-47ca-918d-93a587c219cc,2019/02/13,lkoons,2019/02/13,lkoons,,3176189.49605647,1424063.75486873,./0.png
"2460",Yes,,Gate,4813.105,Potable,"8","25",Yes,V2212,,Active,Yes,No,"0",Mueller,Star,"3500",,13aca728-1528-4932-9b34-121a003cfedd,2019/02/13,lkoons,2019/02/13,lkoons,,3176353.07151672,1424185.16210623,./0.png
"2461",Yes,,Gate,4812.917,Potable,"6","25",Yes,V2213,,Active,Yes,Yes,"0",Mueller,Star,"3500",,75015c4f-4084-4d8e-b61a-5e764648a9c7,2019/02/13,lkoons,2019/02/13,lkoons,,3176384.49861921,1424253.92968522,./0.png
"2462",Yes,,Gate,4813.238,Potable,"8","135",Yes,V2214,,Active,Yes,Yes,"0",Mueller,Star,"3500",,f755ab4c-cce6-42e2-abb3-660d0cf39799,2019/02/13,lkoons,2019/02/13,lkoons,,3176384.61902581,1424256.39752807,./0.png
"2463",Yes,,Gate,4814.937,Potable,"6","150",Yes,V2215,,Active,Yes,Yes,"0",Mueller,Star,"3500",,ac03ac7a-6834-4833-9545-bcee74b9c05a,2019/02/13,lkoons,2019/02/13,lkoons,,3176377.37363347,1424455.61694589,./0.png
"2464",Yes,,Gate,4815.143,Potable,"8","60",Yes,V2216,,Active,Yes,Yes,"0",Mueller,Star,"3500",,34dfb035-68f2-443a-b0aa-1d777beedf2e,2019/02/13,lkoons,2019/02/13,lkoons,,3176288.61790547,1424765.20917448,./0.png
"2465",Yes,,Gate,4815.293,Potable,"8","150",Yes,V2217,,Active,Yes,Yes,"0",Mueller,Star,"3500",,8fda51dd-b7ea-4e9d-bd4c-c46bf7013074,2019/02/13,lkoons,2019/02/13,lkoons,,3176290.26980506,1424769.57071431,./0.png
"2466",Yes,,Gate,4818.095,Potable,"6","110",Yes,V2218,,Active,Yes,Yes,"0",Mueller,Star,"3500",,bbbb725e-5ea3-460f-af24-105a1bc78847,2019/02/13,lkoons,2019/02/13,lkoons,,3175755.1340643,1424692.19586906,./0.png
"2467",Yes,,Gate,4819.109,Potable,"8","15",Yes,V2219,,Active,Yes,Yes,"0",Mueller,Star,"3500",,6c7b7147-f281-48d9-8378-988c3021f332,2019/02/13,lkoons,2019/02/13,lkoons,,3175721.35624473,1424700.02689014,./0.png
"2440",Yes,,Gate,4834.689,Potable,"12","110",No,V2192,,Retired,Yes,Yes,"0",Mueller,Star,"3500",,5ea27d68-7f33-433f-beff-b393f841193d,2019/02/13,lkoons,2019/02/13,lkoons,,3178472.3786298,1428053.22458006,./0.png
"2441",Yes,,Gate,4833.756,Potable,"6","15",No,V2193,,Retired,Yes,Yes,"0",Mueller,Star,"3500",,5deec65c-9d18-421e-9857-0a14464d046a,2019/02/13,lkoons,2019/02/13,lkoons,,3178470.01511747,1428051.17635581,./0.png
"2455",Yes,,Gate,4827.793,Potable,"6","45",Yes,V2207,,Retired,Yes,Yes,"0",Mueller,Star,"3500",,a1a73717-7bf3-44d3-a397-c7ed0fab2f41,2019/02/13,lkoons,2019/02/13,lkoons,,3177920.56280431,1426878.86505215,./0.png
"2456",Yes,,Gate,4828.702,Potable,"12","130",Yes,V2208,,Retired,Yes,Yes,"0",Mueller,Star,"3500",,ea6d7aeb-9813-4fd7-9270-04a8dfdba76c,2019/02/13,lkoons,2019/02/13,lkoons,,3177923.33707698,1426880.31682089,./0.png
"2468",Yes,,Gate,4818.884,Potable,"6","110",Yes,V2220,,Active,Yes,Yes,"0",Mueller,Star,"3500",,23ddd2bd-fec4-4d39-822a-13188d24399f,2019/02/13,lkoons,2019/02/13,lkoons,,3175718.95008156,1424701.74637489,./0.png
"2469",Yes,,Butterfly,5129.449,Potable,"20","0",No,V2221,,Active,Yes,Yes,"0",,Star,1500C,,731fb11e-8114-4daa-81b8-97001a8bf49a,2019/02/13,lkoons,2019/02/13,lkoons,,3163805.65008931,1454977.47945848,./0.png
