id,enabled,installdat,type,elevation,watertype,diameter,rotation,tracerwire,modelid,comment,status,openleft,curopen,turnsclose,mfg,megalugmfg,megalugmdl,surveyelev,globalid,creationda,creator,editdate,editor,newt,northing,easting,icon_url
"1169",Yes,,Gate,0,Potable,"6","90",No,V903,,Retired,Yes,Yes,"18",,,,,9a293d35-2577-481f-ad2a-516e435531da,2019/02/13,lkoons,2019/02/13,lkoons,,3154367.19586913,1455243.64231198,./0.png
"2437",Yes,,Gate,4823.694,Potable,"8","0",No,V2189,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,7f12b886-5da5-45f2-bae4-d0c6cb780770,2019/02/13,lkoons,2019/02/13,lkoons,,3260213.06455755,1421668.15631348,./0.png
"2438",Yes,,Gate,4823.929,Potable,"10","90",No,V2190,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,956aefec-923b-4198-8e30-0437fdfb142d,2019/02/13,lkoons,2019/02/13,lkoons,,3260208.90774173,1421665.13171323,./0.png
"2439",Yes,,Gate,4839.473,Potable,"6","0",No,V2191,,Active,Yes,Yes,"0",Mueller,Star,"3500",,92452a59-c481-4325-af34-7ad11d79836a,2019/02/13,lkoons,2019/02/13,lkoons,,3178655.61710846,1428821.92218964,./0.png
"2448",Yes,2008/03/01,Gate,5128.173,Potable,"6","45",Yes,V2200,,Active,Yes,Yes,"18",Mueller,Star,"3500",,3887d38c-0a05-4703-8886-4c542a00737e,2019/02/13,lkoons,2019/02/13,lkoons,,3163780.21280423,1454929.77187672,./0.png
"2449",Yes,,Gate,4819.422,Potable,"6","90",No,V2201,,Active,Yes,No,"0",AmericanFlowControl,Star,"3500",,45aba8ab-1daa-4dd8-a043-274f325a51dd,2019/02/13,lkoons,2019/02/13,lkoons,,3228540.70500214,1440052.09428306,./0.png
"2450",Yes,,Gate,4820.045,Potable,"6","0",No,V2202,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,b00cc105-6c28-4efe-b917-06df44335113,2019/02/13,lkoons,2019/02/13,lkoons,,3228517.02230673,1440059.77176115,./0.png
"2451",Yes,,Gate,4820.019,Potable,"6","0",No,V2203,,Active,Yes,Yes,"0",AmericanFlowControl,Star,"3500",,96ee4e02-e992-47d7-8e8a-41e5967e0c02,2019/02/13,lkoons,2019/02/13,lkoons,,3228517.40485188,1440049.58378939,./0.png
"2452",Yes,,Gate,4838.272,Potable,"12","90",Yes,V2204,,Active,Yes,Yes,"0",Mueller,Star,"3500",,9690741a-f165-42ca-892f-d80c1c83222d,2019/02/13,lkoons,2019/02/13,lkoons,,3178650.35005863,1428856.62815697,./0.png
"1",TRUE,2018/08/21,Gate,4834.121,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176390.671,1426501.897,./0.png
"2",TRUE,2018/08/21,Gate,4834.362,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176386.875,1426504.232,./0.png
"3",TRUE,2018/08/21,Gate,4834.324,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176388.87,1426507.777,./0.png
"4",TRUE,2018/08/21,Gate,4834.209,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176392.546,1426505.696,./0.png
"5",TRUE,2018/08/21,Gate,4839.306,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176565.281,1426546.859,./0.png
"6",TRUE,2018/08/21,Gate,4839.434,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176572.97,1426550.225,./0.png
"7",TRUE,2018/08/21,Gate,4847.602,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176304.687,1426798.986,./0.png
"8",TRUE,2018/08/22,Gate,4854.487,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176212.379,1426972.163,./0.png
"9",TRUE,2018/08/22,Gate,4854.532,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176208.234,1426973.148,./0.png
"10",TRUE,2018/08/22,Gate,4854.538,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176209.238,1426977.25,./0.png
"11",TRUE,2018/08/22,Gate,4854.503,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176212.971,1426976.439,./0.png
"12",TRUE,2018/08/22,Gate,4860.104,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176058.71,1427246.236,./0.png
"13",TRUE,2018/08/22,Gate,4863.69,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175166.588,1427383.05,./0.png
"14",TRUE,2018/08/22,Gate,4835.002,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176066.167,1426458.181,./0.png
"15",TRUE,2018/08/22,Gate,4834.925,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176063.226,1426458.892,./0.png
"16",TRUE,2018/08/22,Gate,4835.016,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176060.218,1426457.43,./0.png
"17",TRUE,2018/08/22,Gate,4834.898,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176056.872,1426513.533,./0.png
"18",TRUE,2018/08/22,Gate,4848.153,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175944.131,1426821.787,./0.png
"19",TRUE,2018/08/22,Gate,4848.108,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175940.245,1426823.043,./0.png
"20",TRUE,2018/08/22,Gate,4848.165,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175945.202,1426825.562,./0.png
"21",TRUE,2018/08/22,Gate,4848.092,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175941.468,1426827.296,./0.png
"22",TRUE,2018/08/23,Gate,4850.001,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175865.067,1426961.267,./0.png
"23",TRUE,2018/08/23,Gate,4853.205,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175798.22,1427082.71,./0.png
"24",TRUE,2018/08/23,Gate,4853.093,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175795.549,1427087.864,./0.png
"25",TRUE,2018/08/23,Gate,4853.186,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175795.898,1427084.91,./0.png
"26",TRUE,2018/08/23,Gate,4839.257,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175656.226,1426449.032,./0.png
"27",TRUE,2018/08/23,Gate,4842.921,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175360.464,1426584.353,./0.png
"28",TRUE,2018/08/23,Gate,4844.019,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175666.576,1426728.578,./0.png
"29",TRUE,2018/08/23,Gate,4846.159,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175360.417,1426724.934,./0.png
"30",TRUE,2018/08/23,Gate,4846.171,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175361.675,1426727.605,./0.png
"31",TRUE,2018/08/23,Gate,4846.287,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175360.27,1426730.355,./0.png
"32",TRUE,2018/08/24,Gate,4850.868,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175379.55,1426994.295,./0.png
"33",TRUE,2018/08/24,Gate,4850.958,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175381.039,1426997.322,./0.png
"34",TRUE,2018/08/24,Gate,4851.006,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175380.059,1427000.26,./0.png
"35",TRUE,2018/08/24,Gate,4852.658,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175381.57,1427089.324,./0.png
"36",TRUE,2018/08/24,Gate,4859.539,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175378.89,1427380.57,./0.png
"37",TRUE,2018/08/24,Gate,4859.583,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175376.614,1427383.624,./0.png
"38",TRUE,2018/08/24,Gate,4859.46,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175382.162,1427383.108,./0.png
"39",TRUE,2018/08/24,Gate,4859.578,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175379.806,1427386.409,./0.png
"40",TRUE,2018/08/24,Gate,4858.179,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175630.365,1427395.886,./0.png
"41",TRUE,2018/08/24,Gate,4858.989,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175657.077,1427401.573,./0.png
"42",TRUE,2018/08/24,Gate,4859.029,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175659.546,1427403.46,./0.png
"43",TRUE,2018/08/24,Gate,4859.022,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175653.864,1427402.605,./0.png
"44",TRUE,2018/08/27,Gate,4862.735,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175903.484,1427522.948,./0.png
"45",TRUE,2018/08/27,Gate,4862.794,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175907.158,1427521.977,./0.png
"46",TRUE,2018/08/27,Gate,4862.9,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175905.988,1427517.86,./0.png
"47",TRUE,2018/08/27,Gate,4862.79,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175902.043,1427518.918,./0.png
"48",TRUE,2018/08/31,Gate,4836.841,Potable,"2",,No,,,Active,Yes,Yes,"8",AmericanFlowControl,?,?,Ground,,2021/10/25,rmaple,2021/10/25,rmaple,,3175946.292,1426233.876,./0.png
"49",TRUE,2018/08/31,Gate,4837.252,Potable,"6",,No,,,Active,Yes,Yes,"20",AmericanFlowControl,?,?,Ground,,2021/10/25,rmaple,2021/10/25,rmaple,,3175936.241,1425999.706,./0.png
"50",TRUE,2019/08/20,Gate,4861.379,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175472.658,1427721.24,./0.png
"51",TRUE,2019/08/20,Gate,4862.041,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175800.577,1427708.778,./0.png
"52",TRUE,2019/08/20,Gate,4862.827,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175747.878,1427794.869,./0.png
"53",TRUE,2019/08/20,Gate,4862.629,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175751.108,1427794.91,./0.png
"54",TRUE,2019/08/20,Gate,4862.578,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175752.879,1427797.171,./0.png
"55",TRUE,2019/08/20,Gate,4863.849,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Star,"1400",Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3175867.724,1427861.616,./0.png
"56",TRUE,2019/09/10,Gate,4824.17,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177608.51,1426574.214,./0.png
"57",TRUE,2019/09/11,Gate,4835.792,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177216.57,1426834,./0.png
"58",TRUE,2019/09/11,Gate,4835.838,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177212.694,1426835.237,./0.png
"59",TRUE,2019/09/11,Gate,4835.837,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177217.55,1426838.009,./0.png
"60",TRUE,2019/09/11,Gate,4835.788,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177213.753,1426839.022,./0.png
"61",TRUE,2019/09/11,Gate,4847.03,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177055.316,1427122.454,./0.png
"62",TRUE,2019/09/11,Gate,4847.255,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177055.132,1427125.329,./0.png
"63",TRUE,2019/09/11,Gate,4847.206,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177052.814,1427127.492,./0.png
"64",TRUE,2019/09/11,Gate,4851.281,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176931.541,1427340.89,./0.png
"65",TRUE,2019/09/11,Gate,4852.65,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176918.383,1427366.682,./0.png
"66",TRUE,2019/09/11,Gate,4852.684,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176919.439,1427370.518,./0.png
"67",TRUE,2019/09/11,Gate,4852.786,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176915.231,1427371.507,./0.png
"68",TRUE,2019/09/11,Gate,4852.713,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176914.407,1427368.172,./0.png
"69",TRUE,2019/09/12,Gate,4834.698,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177265.345,1426863.334,./0.png
"70",TRUE,2019/09/12,Gate,4840.327,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176994.251,1426715.865,./0.png
"71",TRUE,2019/09/12,Gate,4840.454,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176991.274,1426715.331,./0.png
"72",TRUE,2019/09/12,Gate,4840.495,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176989.476,1426713.043,./0.png
"73",TRUE,2019/09/12,Gate,4850.488,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176839.918,1426994.828,./0.png
"74",TRUE,2019/09/12,Gate,4861.098,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176698.425,1427249.304,./0.png
"75",TRUE,2019/09/12,Gate,4861.032,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176694.528,1427250.312,./0.png
"76",TRUE,2019/09/12,Gate,4861.027,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176693.69,1427246.344,./0.png
"77",TRUE,2019/09/12,Gate,4861.032,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176697.08,1427245.783,./0.png
"78",TRUE,2019/09/13,Gate,4842.161,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176843.272,1426645.657,./0.png
"79",TRUE,2019/09/13,Gate,4842.676,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176723.49,1426599.444,./0.png
"80",TRUE,2019/09/13,Gate,4842.593,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176720.538,1426599.888,./0.png
"81",TRUE,2019/09/13,Gate,4842.477,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176717.673,1426597.937,./0.png
"82",TRUE,2019/09/13,Gate,4859.154,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176489.412,1427037.014,./0.png
"83",TRUE,2019/09/13,Gate,4861.696,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176450.173,1427105.701,./0.png
"84",TRUE,2019/09/13,Gate,4861.858,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176451.434,1427109.427,./0.png
"85",TRUE,2019/09/13,Gate,4861.852,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176447.856,1427110.747,./0.png
"86",TRUE,2019/09/13,Gate,4861.77,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176446.573,1427107.016,./0.png
"87",TRUE,2019/09/14,Gate,4866.105,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176218.821,1427519.299,./0.png
"88",TRUE,2019/09/14,Gate,4865.472,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176143.623,1427651.049,./0.png
"89",TRUE,2019/09/14,Gate,4865.496,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176139.836,1427652.323,./0.png
"90",TRUE,2019/09/14,Gate,4865.417,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176140.664,1427655.882,./0.png
"91",TRUE,2019/09/14,Gate,4865.544,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3176144.352,1427654.93,./0.png
"92",TRUE,2019/09/25,Gate,4821.447,Potable,"12",,Yes,,,Active,Yes,No,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177509.15,1426194.001,./0.png
"93",TRUE,2019/10/03,Gate,4826.286,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177663.34,1426554.316,./0.png
"94",TRUE,2019/10/03,Gate,4826.826,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177663.201,1426550.884,./0.png
"95",TRUE,2019/10/04,Gate,4827.99,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177776.876,1426869.64,./0.png
"96",TRUE,2019/10/04,Gate,4828.039,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177778.956,1426875.841,./0.png
"97",TRUE,2019/10/04,Gate,4827.425,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177776.542,1426873.219,./0.png
"98",TRUE,2019/10/04,Gate,4828.868,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177899.063,1427136.741,./0.png
"99",TRUE,2019/10/04,Gate,4828.901,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177901.927,1427142.34,./0.png
"100",TRUE,2019/10/04,Gate,4828.353,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3177899.662,1427140.469,./0.png
"101",TRUE,2019/10/04,Gate,4831.525,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178023.688,1427416.315,./0.png
"102",TRUE,2019/10/04,Gate,4832.166,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178024.279,1427412.866,./0.png
"103",TRUE,2019/10/04,Gate,4832.146,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178026.405,1427418.855,./0.png
"104",TRUE,2019/10/05,Gate,4834.85,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178246.774,1427968.257,./0.png
"105",TRUE,2019/10/07,Gate,4836.91,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178356.336,1428472.846,./0.png
"106",TRUE,2019/10/07,Gate,4837.008,Potable,"12",,Yes,,,Active,Yes,Yes,"38",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178360.496,1428477.252,./0.png
"107",TRUE,2019/10/07,Gate,4836.327,Potable,"8",,Yes,,,Active,Yes,Yes,"26",AmericanFlowControl,Ford,1500C,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178356.295,1428481.051,./0.png
"108",TRUE,2019/10/08,Gate,4829.991,Potable,"6",,Yes,,,Active,Yes,Yes,"20",AmericanFlowControl,Ford,1500S,Feature,,2021/10/25,rmaple,2021/10/25,rmaple,,3178509.337,1428474.597,./0.png
